Drug,Phenotype,Ranked Targets,Common Targets,Overall Percentage,New_DrugBank Total Targets,ChEMBL Total Targets,TTD Total Targets,PubChem Total Targets,New_DrugBank Identified Targets,ChEMBL Identified Targets,TTD Identified Targets,PubChem Identified Targets,New_DrugBank Percentage,ChEMBL Percentage,TTD Percentage,PubChem Percentage
coenzyme a,pulmonary hypertension,13,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,essential hypertension,10,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,"hypertension, renovascular",11,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,idiopathic pulmonary hypertension,9,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,renal hypertension,12,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,ocular hypertension,9,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,"hypertension, portal",2,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,phen_tp_hypertension,12,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,phen_sig_tp_noFP_Dis_hypertension,12,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,phen_sig_tp_noFP_Sig_hypertension,14,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,pancreatitis,7,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,acute pancreatitis,12,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,pancreatitis idiopathic,4,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,adenocarcinoma of pancreas,13,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,phen_tp_pancreatitis,12,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,phen_sig_tp_noFP_Dis_pancreatitis,9,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,phen_sig_tp_noFP_Sig_pancreatitis,16,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,thrombocytopenia 5,2,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,thrombocytopenia 6,13,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,macrothrombocytopenia,4,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,idiopathic thrombocytopenia,12,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,thrombocytopenia due to platelet alloimmunization,25,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,phen_tp_thrombocytopenia,10,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,phen_sig_tp_noFP_Sig_thrombocytopenia,12,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,myocardial infarction,10,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,old myocardial infarction,16,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,acute myocardial infarction,6,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
coenzyme a,phen_sig_tp_noFP_Sig_myocardial infarction,14,0,0.0,8,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,hypertension,2,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,prehypertension,11,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,hypertensive disease,9,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,genetic hypertension,6,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,pulmonary hypertension,13,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,essential hypertension,10,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,"hypertension, renovascular",11,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,idiopathic pulmonary hypertension,9,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,renal hypertension,12,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,ocular hypertension,9,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,"hypertension, portal",2,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,phen_tp_hypertension,12,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,phen_sig_tp_noFP_Dis_hypertension,12,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,phen_sig_tp_noFP_Sig_hypertension,14,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,pancreatitis,7,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,acute pancreatitis,12,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,pancreatitis idiopathic,4,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,adenocarcinoma of pancreas,13,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,phen_tp_pancreatitis,12,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,phen_sig_tp_noFP_Dis_pancreatitis,9,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,phen_sig_tp_noFP_Sig_pancreatitis,16,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,thrombocytopenia 5,2,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,thrombocytopenia 6,13,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,macrothrombocytopenia,4,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,idiopathic thrombocytopenia,12,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,thrombocytopenia due to platelet alloimmunization,25,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,phen_tp_thrombocytopenia,10,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,phen_sig_tp_noFP_Sig_thrombocytopenia,12,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,myocardial infarction,10,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,old myocardial infarction,16,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,acute myocardial infarction,6,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
anakinra,phen_sig_tp_noFP_Sig_myocardial infarction,14,0,0.0,1,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
amoxapine,hypertension,2,1,50.0,23,7,1,1,1,0,0,0,4.35,0.0,0.0,0.0
amoxapine,prehypertension,11,2,18.18,23,7,1,1,2,0,0,0,8.7,0.0,0.0,0.0
amoxapine,hypertensive disease,9,2,22.22,23,7,1,1,2,0,0,0,8.7,0.0,0.0,0.0
amoxapine,genetic hypertension,6,0,0.0,23,7,1,1,0,0,0,0,0.0,0.0,0.0,0.0
amoxapine,pulmonary hypertension,13,1,7.69,23,7,1,1,1,0,0,0,4.35,0.0,0.0,0.0
amoxapine,essential hypertension,10,0,0.0,23,7,1,1,0,0,0,0,0.0,0.0,0.0,0.0
amoxapine,"hypertension, renovascular",11,2,18.18,23,7,1,1,2,0,0,0,8.7,0.0,0.0,0.0
amoxapine,idiopathic pulmonary hypertension,9,2,22.22,23,7,1,1,2,0,0,0,8.7,0.0,0.0,0.0
amoxapine,renal hypertension,12,0,0.0,23,7,1,1,0,0,0,0,0.0,0.0,0.0,0.0
amoxapine,ocular hypertension,9,0,0.0,23,7,1,1,0,0,0,0,0.0,0.0,0.0,0.0
amoxapine,"hypertension, portal",2,0,0.0,23,7,1,1,0,0,0,0,0.0,0.0,0.0,0.0
amoxapine,phen_tp_hypertension,12,1,8.33,23,7,1,1,1,0,0,0,4.35,0.0,0.0,0.0
amoxapine,phen_sig_tp_noFP_Dis_hypertension,12,0,0.0,23,7,1,1,0,0,0,0,0.0,0.0,0.0,0.0
amoxapine,phen_sig_tp_noFP_Sig_hypertension,14,2,14.29,23,7,1,1,2,0,0,0,8.7,0.0,0.0,0.0
amoxapine,pancreatitis,7,0,0.0,23,7,1,1,0,0,0,0,0.0,0.0,0.0,0.0
amoxapine,acute pancreatitis,12,0,0.0,23,7,1,1,0,0,0,0,0.0,0.0,0.0,0.0
amoxapine,pancreatitis idiopathic,4,0,0.0,23,7,1,1,0,0,0,0,0.0,0.0,0.0,0.0
amoxapine,adenocarcinoma of pancreas,13,0,0.0,23,7,1,1,0,0,0,0,0.0,0.0,0.0,0.0
amoxapine,phen_tp_pancreatitis,12,1,8.33,23,7,1,1,1,0,0,0,4.35,0.0,0.0,0.0
amoxapine,phen_sig_tp_noFP_Dis_pancreatitis,9,0,0.0,23,7,1,1,0,0,0,0,0.0,0.0,0.0,0.0
amoxapine,phen_sig_tp_noFP_Sig_pancreatitis,16,1,6.25,23,7,1,1,1,0,0,0,4.35,0.0,0.0,0.0
amoxapine,thrombocytopenia 5,2,0,0.0,23,7,1,1,0,0,0,0,0.0,0.0,0.0,0.0
amoxapine,thrombocytopenia 6,13,2,15.38,23,7,1,1,2,0,0,0,8.7,0.0,0.0,0.0
amoxapine,macrothrombocytopenia,4,0,0.0,23,7,1,1,0,0,0,0,0.0,0.0,0.0,0.0
amoxapine,idiopathic thrombocytopenia,12,0,0.0,23,7,1,1,0,0,0,0,0.0,0.0,0.0,0.0
amoxapine,thrombocytopenia due to platelet alloimmunization,25,1,4.0,23,7,1,1,1,0,0,0,4.35,0.0,0.0,0.0
amoxapine,phen_tp_thrombocytopenia,10,0,0.0,23,7,1,1,0,0,0,0,0.0,0.0,0.0,0.0
amoxapine,phen_sig_tp_noFP_Sig_thrombocytopenia,12,0,0.0,23,7,1,1,0,0,0,0,0.0,0.0,0.0,0.0
amoxapine,myocardial infarction,10,0,0.0,23,7,1,1,0,0,0,0,0.0,0.0,0.0,0.0
amoxapine,old myocardial infarction,16,1,6.25,23,7,1,1,1,0,0,0,4.35,0.0,0.0,0.0
amoxapine,acute myocardial infarction,6,0,0.0,23,7,1,1,0,0,0,0,0.0,0.0,0.0,0.0
amoxapine,phen_sig_tp_noFP_Sig_myocardial infarction,14,1,7.14,23,7,1,1,1,0,0,0,4.35,0.0,0.0,0.0
nicotine,hypertension,2,1,50.0,27,2,1,1,1,0,0,0,3.7,0.0,0.0,0.0
nicotine,prehypertension,11,3,27.27,27,2,1,1,3,0,0,0,11.11,0.0,0.0,0.0
nicotine,hypertensive disease,9,1,11.11,27,2,1,1,1,0,0,0,3.7,0.0,0.0,0.0
nicotine,genetic hypertension,6,0,0.0,27,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
nicotine,pulmonary hypertension,13,4,30.77,27,2,1,1,3,0,0,0,11.11,0.0,0.0,0.0
nicotine,essential hypertension,10,1,10.0,27,2,1,1,1,0,0,0,3.7,0.0,0.0,0.0
nicotine,"hypertension, renovascular",11,2,18.18,27,2,1,1,2,0,0,0,7.41,0.0,0.0,0.0
nicotine,idiopathic pulmonary hypertension,9,2,22.22,27,2,1,1,2,0,0,0,7.41,0.0,0.0,0.0
nicotine,renal hypertension,12,1,8.33,27,2,1,1,1,0,0,0,3.7,0.0,0.0,0.0
nicotine,ocular hypertension,9,3,33.33,27,2,1,1,2,0,0,0,7.41,0.0,0.0,0.0
nicotine,"hypertension, portal",2,0,0.0,27,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
nicotine,phen_tp_hypertension,12,1,8.33,27,2,1,1,1,0,0,0,3.7,0.0,0.0,0.0
nicotine,phen_sig_tp_noFP_Dis_hypertension,12,1,8.33,27,2,1,1,1,0,0,0,3.7,0.0,0.0,0.0
nicotine,phen_sig_tp_noFP_Sig_hypertension,14,3,21.43,27,2,1,1,3,0,0,0,11.11,0.0,0.0,0.0
nicotine,pancreatitis,7,2,28.57,27,2,1,1,1,0,0,0,3.7,0.0,0.0,0.0
nicotine,acute pancreatitis,12,3,25.0,27,2,1,1,2,0,0,0,7.41,0.0,0.0,0.0
nicotine,pancreatitis idiopathic,4,0,0.0,27,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
nicotine,adenocarcinoma of pancreas,13,1,7.69,27,2,1,1,1,0,0,0,3.7,0.0,0.0,0.0
nicotine,phen_tp_pancreatitis,12,3,25.0,27,2,1,1,2,0,0,0,7.41,0.0,0.0,0.0
nicotine,phen_sig_tp_noFP_Dis_pancreatitis,9,1,11.11,27,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
nicotine,phen_sig_tp_noFP_Sig_pancreatitis,16,4,25.0,27,2,1,1,4,0,0,0,14.81,0.0,0.0,0.0
nicotine,thrombocytopenia 5,2,1,50.0,27,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
nicotine,thrombocytopenia 6,13,3,23.08,27,2,1,1,3,0,0,0,11.11,0.0,0.0,0.0
nicotine,macrothrombocytopenia,4,0,0.0,27,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
nicotine,idiopathic thrombocytopenia,12,3,25.0,27,2,1,1,3,0,0,0,11.11,0.0,0.0,0.0
nicotine,thrombocytopenia due to platelet alloimmunization,25,1,4.0,27,2,1,1,1,0,0,0,3.7,0.0,0.0,0.0
nicotine,phen_tp_thrombocytopenia,10,3,30.0,27,2,1,1,2,0,0,0,7.41,0.0,0.0,0.0
nicotine,phen_sig_tp_noFP_Sig_thrombocytopenia,12,3,25.0,27,2,1,1,3,0,0,0,11.11,0.0,0.0,0.0
nicotine,myocardial infarction,10,1,10.0,27,2,1,1,1,0,0,0,3.7,0.0,0.0,0.0
nicotine,old myocardial infarction,16,0,0.0,27,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
nicotine,acute myocardial infarction,6,1,16.67,27,2,1,1,1,0,0,0,3.7,0.0,0.0,0.0
nicotine,phen_sig_tp_noFP_Sig_myocardial infarction,14,2,14.29,27,2,1,1,2,0,0,0,7.41,0.0,0.0,0.0
liothyronine,hypertension,2,1,50.0,12,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
liothyronine,prehypertension,11,3,27.27,12,2,1,1,1,0,0,0,8.33,0.0,0.0,0.0
liothyronine,hypertensive disease,9,1,11.11,12,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
liothyronine,genetic hypertension,6,1,16.67,12,2,1,1,1,0,0,0,8.33,0.0,0.0,0.0
liothyronine,pulmonary hypertension,13,1,7.69,12,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
liothyronine,essential hypertension,10,2,20.0,12,2,1,1,2,0,0,0,16.67,0.0,0.0,0.0
liothyronine,"hypertension, renovascular",11,2,18.18,12,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
liothyronine,idiopathic pulmonary hypertension,9,1,11.11,12,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
liothyronine,renal hypertension,12,1,8.33,12,2,1,1,1,0,0,0,8.33,0.0,0.0,0.0
liothyronine,ocular hypertension,9,1,11.11,12,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
liothyronine,"hypertension, portal",2,1,50.0,12,2,1,1,1,0,0,0,8.33,0.0,0.0,0.0
liothyronine,phen_tp_hypertension,12,3,25.0,12,2,1,1,2,0,0,0,16.67,0.0,0.0,0.0
liothyronine,phen_sig_tp_noFP_Dis_hypertension,12,3,25.0,12,2,1,1,2,0,0,0,16.67,0.0,0.0,0.0
liothyronine,phen_sig_tp_noFP_Sig_hypertension,14,2,14.29,12,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
liothyronine,pancreatitis,7,1,14.29,12,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
liothyronine,acute pancreatitis,12,1,8.33,12,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
liothyronine,pancreatitis idiopathic,4,0,0.0,12,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
liothyronine,adenocarcinoma of pancreas,13,1,7.69,12,2,1,1,1,0,0,0,8.33,0.0,0.0,0.0
liothyronine,phen_tp_pancreatitis,12,4,33.33,12,2,1,1,2,0,0,0,16.67,0.0,0.0,0.0
liothyronine,phen_sig_tp_noFP_Dis_pancreatitis,9,1,11.11,12,2,1,1,1,0,0,0,8.33,0.0,0.0,0.0
liothyronine,phen_sig_tp_noFP_Sig_pancreatitis,16,3,18.75,12,2,1,1,1,0,0,0,8.33,0.0,0.0,0.0
liothyronine,thrombocytopenia 5,2,1,50.0,12,2,1,1,1,0,0,0,8.33,0.0,0.0,0.0
liothyronine,thrombocytopenia 6,13,3,23.08,12,2,1,1,1,0,0,0,8.33,0.0,0.0,0.0
liothyronine,macrothrombocytopenia,4,1,25.0,12,2,1,1,1,0,0,0,8.33,0.0,0.0,0.0
liothyronine,idiopathic thrombocytopenia,12,2,16.67,12,2,1,1,1,0,0,0,8.33,0.0,0.0,0.0
liothyronine,thrombocytopenia due to platelet alloimmunization,25,0,0.0,12,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
liothyronine,phen_tp_thrombocytopenia,10,2,20.0,12,2,1,1,1,0,0,0,8.33,0.0,0.0,0.0
liothyronine,phen_sig_tp_noFP_Sig_thrombocytopenia,12,3,25.0,12,2,1,1,2,0,0,0,16.67,0.0,0.0,0.0
liothyronine,myocardial infarction,10,0,0.0,12,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
liothyronine,old myocardial infarction,16,1,6.25,12,2,1,1,1,0,0,0,8.33,0.0,0.0,0.0
liothyronine,acute myocardial infarction,6,1,16.67,12,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
liothyronine,phen_sig_tp_noFP_Sig_myocardial infarction,14,2,14.29,12,2,1,1,0,0,0,0,0.0,0.0,0.0,0.0
enzalutamide,hypertension,2,1,50.0,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
enzalutamide,prehypertension,11,3,27.27,9,1,1,1,3,0,0,0,33.33,0.0,0.0,0.0
enzalutamide,hypertensive disease,9,0,0.0,9,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
enzalutamide,genetic hypertension,6,1,16.67,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
enzalutamide,pulmonary hypertension,13,4,30.77,9,1,1,1,4,0,0,0,44.44,0.0,0.0,0.0
enzalutamide,essential hypertension,10,2,20.0,9,1,1,1,2,0,0,0,22.22,0.0,0.0,0.0
enzalutamide,"hypertension, renovascular",11,1,9.09,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
enzalutamide,idiopathic pulmonary hypertension,9,1,11.11,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
enzalutamide,renal hypertension,12,1,8.33,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
enzalutamide,ocular hypertension,9,1,11.11,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
enzalutamide,"hypertension, portal",2,1,50.0,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
enzalutamide,phen_tp_hypertension,12,2,16.67,9,1,1,1,2,0,0,0,22.22,0.0,0.0,0.0
enzalutamide,phen_sig_tp_noFP_Dis_hypertension,12,3,25.0,9,1,1,1,3,0,0,0,33.33,0.0,0.0,0.0
enzalutamide,phen_sig_tp_noFP_Sig_hypertension,14,2,14.29,9,1,1,1,2,0,0,0,22.22,0.0,0.0,0.0
enzalutamide,pancreatitis,7,1,14.29,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
enzalutamide,acute pancreatitis,12,2,16.67,9,1,1,1,2,0,0,0,22.22,0.0,0.0,0.0
enzalutamide,pancreatitis idiopathic,4,0,0.0,9,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
enzalutamide,adenocarcinoma of pancreas,13,1,7.69,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
enzalutamide,phen_tp_pancreatitis,12,3,25.0,9,1,1,1,3,0,0,0,33.33,0.0,0.0,0.0
enzalutamide,phen_sig_tp_noFP_Dis_pancreatitis,9,1,11.11,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
enzalutamide,phen_sig_tp_noFP_Sig_pancreatitis,16,3,18.75,9,1,1,1,3,0,0,0,33.33,0.0,0.0,0.0
enzalutamide,thrombocytopenia 5,2,1,50.0,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
enzalutamide,thrombocytopenia 6,13,3,23.08,9,1,1,1,3,0,0,0,33.33,0.0,0.0,0.0
enzalutamide,macrothrombocytopenia,4,1,25.0,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
enzalutamide,idiopathic thrombocytopenia,12,3,25.0,9,1,1,1,3,0,0,0,33.33,0.0,0.0,0.0
enzalutamide,thrombocytopenia due to platelet alloimmunization,25,2,8.0,9,1,1,1,2,0,0,0,22.22,0.0,0.0,0.0
enzalutamide,phen_tp_thrombocytopenia,10,4,40.0,9,1,1,1,4,0,0,0,44.44,0.0,0.0,0.0
enzalutamide,phen_sig_tp_noFP_Sig_thrombocytopenia,12,4,33.33,9,1,1,1,4,0,0,0,44.44,0.0,0.0,0.0
enzalutamide,myocardial infarction,10,1,10.0,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
enzalutamide,old myocardial infarction,16,1,6.25,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
enzalutamide,acute myocardial infarction,6,1,16.67,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
enzalutamide,phen_sig_tp_noFP_Sig_myocardial infarction,14,1,7.14,9,1,1,1,1,0,0,0,11.11,0.0,0.0,0.0
benzonatate,hypertension,2,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,prehypertension,11,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,hypertensive disease,9,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,genetic hypertension,6,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,pulmonary hypertension,13,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,essential hypertension,10,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,"hypertension, renovascular",11,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,idiopathic pulmonary hypertension,9,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,renal hypertension,12,1,8.33,2,1,1,2,1,0,1,1,50.0,0.0,100.0,50.0
benzonatate,ocular hypertension,9,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,"hypertension, portal",2,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,phen_tp_hypertension,12,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,phen_sig_tp_noFP_Dis_hypertension,12,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,phen_sig_tp_noFP_Sig_hypertension,14,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,pancreatitis,7,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,acute pancreatitis,12,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,pancreatitis idiopathic,4,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,adenocarcinoma of pancreas,13,1,7.69,2,1,1,2,1,0,1,1,50.0,0.0,100.0,50.0
benzonatate,phen_tp_pancreatitis,12,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,phen_sig_tp_noFP_Dis_pancreatitis,9,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,phen_sig_tp_noFP_Sig_pancreatitis,16,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,thrombocytopenia 5,2,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,thrombocytopenia 6,13,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,macrothrombocytopenia,4,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,idiopathic thrombocytopenia,12,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,thrombocytopenia due to platelet alloimmunization,25,1,4.0,2,1,1,2,1,0,1,1,50.0,0.0,100.0,50.0
benzonatate,phen_tp_thrombocytopenia,10,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,phen_sig_tp_noFP_Sig_thrombocytopenia,12,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,myocardial infarction,10,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,old myocardial infarction,16,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,acute myocardial infarction,6,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
benzonatate,phen_sig_tp_noFP_Sig_myocardial infarction,14,0,0.0,2,1,1,2,0,0,0,0,0.0,0.0,0.0,0.0
frovatriptan,hypertension,2,0,0.0,3,2,2,4,0,0,0,0,0.0,0.0,0.0,0.0
frovatriptan,prehypertension,11,0,0.0,3,2,2,4,0,0,0,0,0.0,0.0,0.0,0.0
frovatriptan,hypertensive disease,9,0,0.0,3,2,2,4,0,0,0,0,0.0,0.0,0.0,0.0
frovatriptan,genetic hypertension,6,0,0.0,3,2,2,4,0,0,0,0,0.0,0.0,0.0,0.0
frovatriptan,pulmonary hypertension,13,0,0.0,3,2,2,4,0,0,0,0,0.0,0.0,0.0,0.0
frovatriptan,essential hypertension,10,1,10.0,3,2,2,4,1,0,0,1,33.33,0.0,0.0,25.0
frovatriptan,"hypertension, renovascular",11,0,0.0,3,2,2,4,0,0,0,0,0.0,0.0,0.0,0.0
frovatriptan,idiopathic pulmonary hypertension,9,0,0.0,3,2,2,4,0,0,0,0,0.0,0.0,0.0,0.0
frovatriptan,renal hypertension,12,1,8.33,3,2,2,4,1,0,0,1,33.33,0.0,0.0,25.0
frovatriptan,ocular hypertension,9,1,11.11,3,2,2,4,1,0,0,1,33.33,0.0,0.0,25.0
frovatriptan,"hypertension, portal",2,0,0.0,3,2,2,4,0,0,0,0,0.0,0.0,0.0,0.0
frovatriptan,phen_tp_hypertension,12,0,0.0,3,2,2,4,0,0,0,0,0.0,0.0,0.0,0.0
frovatriptan,phen_sig_tp_noFP_Dis_hypertension,12,0,0.0,3,2,2,4,0,0,0,0,0.0,0.0,0.0,0.0
frovatriptan,phen_sig_tp_noFP_Sig_hypertension,14,0,0.0,3,2,2,4,0,0,0,0,0.0,0.0,0.0,0.0
frovatriptan,pancreatitis,7,0,0.0,3,2,2,4,0,0,0,0,0.0,0.0,0.0,0.0
