Drug,Phenotype,Ranked Targets,Common Targets,Overall Percentage,New_DrugBank Total Targets,ChEMBL Total Targets,TTD Total Targets,PubChem Total Targets,New_DrugBank Identified Targets,ChEMBL Identified Targets,TTD Identified Targets,PubChem Identified Targets,New_DrugBank Percentage,ChEMBL Percentage,TTD Percentage,PubChem Percentage
chloroprocaine,old myocardial infarction,16,0,0.0,2,10,1,18,0,0,0,0,0.0,0.0,0.0,0.0
chloroprocaine,acute myocardial infarction,6,0,0.0,2,10,1,18,0,0,0,0,0.0,0.0,0.0,0.0
chloroprocaine,phen_sig_tp_noFP_Sig_myocardial infarction,14,0,0.0,2,10,1,18,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,hypertension,2,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,prehypertension,11,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,hypertensive disease,9,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,genetic hypertension,6,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,pulmonary hypertension,13,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,essential hypertension,10,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,"hypertension, renovascular",11,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,idiopathic pulmonary hypertension,9,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,renal hypertension,12,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,ocular hypertension,9,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,"hypertension, portal",2,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,phen_tp_hypertension,12,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,phen_sig_tp_noFP_Dis_hypertension,12,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,phen_sig_tp_noFP_Sig_hypertension,14,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,pancreatitis,7,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,acute pancreatitis,12,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,pancreatitis idiopathic,4,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,adenocarcinoma of pancreas,13,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,phen_tp_pancreatitis,12,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,phen_sig_tp_noFP_Dis_pancreatitis,9,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,phen_sig_tp_noFP_Sig_pancreatitis,16,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,thrombocytopenia 5,2,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,thrombocytopenia 6,13,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,macrothrombocytopenia,4,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,idiopathic thrombocytopenia,12,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,thrombocytopenia due to platelet alloimmunization,25,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,phen_tp_thrombocytopenia,10,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,phen_sig_tp_noFP_Sig_thrombocytopenia,12,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,myocardial infarction,10,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,old myocardial infarction,16,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,acute myocardial infarction,6,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
omalizumab,phen_sig_tp_noFP_Sig_myocardial infarction,14,0,0.0,2,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0
perphenazine,hypertension,2,1,50.0,10,1,1,42,1,0,0,1,10.0,0.0,0.0,2.38
perphenazine,prehypertension,11,3,27.27,10,1,1,42,3,0,0,3,30.0,0.0,0.0,7.14
perphenazine,hypertensive disease,9,2,22.22,10,1,1,42,1,0,0,2,10.0,0.0,0.0,4.76
perphenazine,genetic hypertension,6,2,33.33,10,1,1,42,1,0,0,2,10.0,0.0,0.0,4.76
perphenazine,pulmonary hypertension,13,3,23.08,10,1,1,42,2,0,0,3,20.0,0.0,0.0,7.14
perphenazine,essential hypertension,10,3,30.0,10,1,1,42,2,0,0,3,20.0,0.0,0.0,7.14
perphenazine,"hypertension, renovascular",11,2,18.18,10,1,1,42,2,0,0,2,20.0,0.0,0.0,4.76
perphenazine,idiopathic pulmonary hypertension,9,1,11.11,10,1,1,42,1,0,0,1,10.0,0.0,0.0,2.38
perphenazine,renal hypertension,12,2,16.67,10,1,1,42,2,0,0,2,20.0,0.0,0.0,4.76
perphenazine,ocular hypertension,9,4,44.44,10,1,1,42,2,0,0,4,20.0,0.0,0.0,9.52
perphenazine,"hypertension, portal",2,1,50.0,10,1,1,42,1,0,0,1,10.0,0.0,0.0,2.38
perphenazine,phen_tp_hypertension,12,3,25.0,10,1,1,42,2,0,0,3,20.0,0.0,0.0,7.14
perphenazine,phen_sig_tp_noFP_Dis_hypertension,12,3,25.0,10,1,1,42,2,0,0,3,20.0,0.0,0.0,7.14
perphenazine,phen_sig_tp_noFP_Sig_hypertension,14,3,21.43,10,1,1,42,2,0,0,3,20.0,0.0,0.0,7.14
perphenazine,pancreatitis,7,3,42.86,10,1,1,42,1,0,0,3,10.0,0.0,0.0,7.14
perphenazine,acute pancreatitis,12,2,16.67,10,1,1,42,1,0,0,2,10.0,0.0,0.0,4.76
perphenazine,pancreatitis idiopathic,4,3,75.0,10,1,1,42,0,0,0,3,0.0,0.0,0.0,7.14
perphenazine,adenocarcinoma of pancreas,13,2,15.38,10,1,1,42,2,0,0,2,20.0,0.0,0.0,4.76
perphenazine,phen_tp_pancreatitis,12,4,33.33,10,1,1,42,3,0,0,4,30.0,0.0,0.0,9.52
perphenazine,phen_sig_tp_noFP_Dis_pancreatitis,9,2,22.22,10,1,1,42,1,0,0,2,10.0,0.0,0.0,4.76
perphenazine,phen_sig_tp_noFP_Sig_pancreatitis,16,6,37.5,10,1,1,42,4,0,0,6,40.0,0.0,0.0,14.29
perphenazine,thrombocytopenia 5,2,1,50.0,10,1,1,42,1,0,0,1,10.0,0.0,0.0,2.38
perphenazine,thrombocytopenia 6,13,3,23.08,10,1,1,42,3,0,0,3,30.0,0.0,0.0,7.14
perphenazine,macrothrombocytopenia,4,1,25.0,10,1,1,42,1,0,0,1,10.0,0.0,0.0,2.38
perphenazine,idiopathic thrombocytopenia,12,5,41.67,10,1,1,42,3,0,0,5,30.0,0.0,0.0,11.9
perphenazine,thrombocytopenia due to platelet alloimmunization,25,2,8.0,10,1,1,42,0,0,0,2,0.0,0.0,0.0,4.76
perphenazine,phen_tp_thrombocytopenia,10,4,40.0,10,1,1,42,3,0,0,4,30.0,0.0,0.0,9.52
perphenazine,phen_sig_tp_noFP_Sig_thrombocytopenia,12,5,41.67,10,1,1,42,4,0,0,5,40.0,0.0,0.0,11.9
perphenazine,myocardial infarction,10,1,10.0,10,1,1,42,1,0,0,1,10.0,0.0,0.0,2.38
perphenazine,old myocardial infarction,16,4,25.0,10,1,1,42,1,0,0,4,10.0,0.0,0.0,9.52
perphenazine,acute myocardial infarction,6,1,16.67,10,1,1,42,1,0,0,1,10.0,0.0,0.0,2.38
perphenazine,phen_sig_tp_noFP_Sig_myocardial infarction,14,4,28.57,10,1,1,42,2,0,0,4,20.0,0.0,0.0,9.52
tolmetin,hypertension,2,0,0.0,5,2,1,11,0,0,0,0,0.0,0.0,0.0,0.0
tolmetin,prehypertension,11,2,18.18,5,2,1,11,2,0,0,2,40.0,0.0,0.0,18.18
tolmetin,hypertensive disease,9,0,0.0,5,2,1,11,0,0,0,0,0.0,0.0,0.0,0.0
tolmetin,genetic hypertension,6,1,16.67,5,2,1,11,1,0,0,1,20.0,0.0,0.0,9.09
tolmetin,pulmonary hypertension,13,1,7.69,5,2,1,11,1,1,0,1,20.0,50.0,0.0,9.09
tolmetin,essential hypertension,10,1,10.0,5,2,1,11,1,0,0,1,20.0,0.0,0.0,9.09
tolmetin,"hypertension, renovascular",11,0,0.0,5,2,1,11,0,0,0,0,0.0,0.0,0.0,0.0
tolmetin,idiopathic pulmonary hypertension,9,0,0.0,5,2,1,11,0,0,0,0,0.0,0.0,0.0,0.0
tolmetin,renal hypertension,12,1,8.33,5,2,1,11,1,0,0,1,20.0,0.0,0.0,9.09
tolmetin,ocular hypertension,9,1,11.11,5,2,1,11,1,1,0,1,20.0,50.0,0.0,9.09
tolmetin,"hypertension, portal",2,2,100.0,5,2,1,11,2,0,0,2,40.0,0.0,0.0,18.18
tolmetin,phen_tp_hypertension,12,2,16.67,5,2,1,11,2,0,0,2,40.0,0.0,0.0,18.18
tolmetin,phen_sig_tp_noFP_Dis_hypertension,12,2,16.67,5,2,1,11,2,0,0,2,40.0,0.0,0.0,18.18
tolmetin,phen_sig_tp_noFP_Sig_hypertension,14,0,0.0,5,2,1,11,0,0,0,0,0.0,0.0,0.0,0.0
tolmetin,pancreatitis,7,1,14.29,5,2,1,11,1,1,0,1,20.0,50.0,0.0,9.09
tolmetin,acute pancreatitis,12,1,8.33,5,2,1,11,1,1,0,1,20.0,50.0,0.0,9.09
tolmetin,pancreatitis idiopathic,4,0,0.0,5,2,1,11,0,0,0,0,0.0,0.0,0.0,0.0
tolmetin,adenocarcinoma of pancreas,13,1,7.69,5,2,1,11,1,0,0,1,20.0,0.0,0.0,9.09
tolmetin,phen_tp_pancreatitis,12,2,16.67,5,2,1,11,2,1,0,2,40.0,50.0,0.0,18.18
tolmetin,phen_sig_tp_noFP_Dis_pancreatitis,9,2,22.22,5,2,1,11,2,1,0,2,40.0,50.0,0.0,18.18
tolmetin,phen_sig_tp_noFP_Sig_pancreatitis,16,1,6.25,5,2,1,11,1,0,0,1,20.0,0.0,0.0,9.09
tolmetin,thrombocytopenia 5,2,2,100.0,5,2,1,11,2,1,0,2,40.0,50.0,0.0,18.18
tolmetin,thrombocytopenia 6,13,2,15.38,5,2,1,11,2,0,0,2,40.0,0.0,0.0,18.18
tolmetin,macrothrombocytopenia,4,1,25.0,5,2,1,11,1,0,0,1,20.0,0.0,0.0,9.09
tolmetin,idiopathic thrombocytopenia,12,1,8.33,5,2,1,11,1,0,0,1,20.0,0.0,0.0,9.09
tolmetin,thrombocytopenia due to platelet alloimmunization,25,1,4.0,5,2,1,11,1,0,0,1,20.0,0.0,0.0,9.09
tolmetin,phen_tp_thrombocytopenia,10,2,20.0,5,2,1,11,2,1,0,2,40.0,50.0,0.0,18.18
tolmetin,phen_sig_tp_noFP_Sig_thrombocytopenia,12,1,8.33,5,2,1,11,1,0,0,1,20.0,0.0,0.0,9.09
tolmetin,myocardial infarction,10,0,0.0,5,2,1,11,0,0,0,0,0.0,0.0,0.0,0.0
tolmetin,old myocardial infarction,16,1,6.25,5,2,1,11,1,0,0,1,20.0,0.0,0.0,9.09
tolmetin,acute myocardial infarction,6,0,0.0,5,2,1,11,0,0,0,0,0.0,0.0,0.0,0.0
tolmetin,phen_sig_tp_noFP_Sig_myocardial infarction,14,0,0.0,5,2,1,11,0,0,0,0,0.0,0.0,0.0,0.0
amifostine,hypertension,2,0,0.0,2,1,1,22,0,0,0,0,0.0,0.0,0.0,0.0
amifostine,prehypertension,11,1,9.09,2,1,1,22,0,0,0,1,0.0,0.0,0.0,4.55
amifostine,hypertensive disease,9,1,11.11,2,1,1,22,0,0,0,1,0.0,0.0,0.0,4.55
amifostine,genetic hypertension,6,0,0.0,2,1,1,22,0,0,0,0,0.0,0.0,0.0,0.0
amifostine,pulmonary hypertension,13,2,15.38,2,1,1,22,0,0,0,2,0.0,0.0,0.0,9.09
amifostine,essential hypertension,10,3,30.0,2,1,1,22,0,0,0,3,0.0,0.0,0.0,13.64
amifostine,"hypertension, renovascular",11,0,0.0,2,1,1,22,0,0,0,0,0.0,0.0,0.0,0.0
amifostine,idiopathic pulmonary hypertension,9,1,11.11,2,1,1,22,0,0,0,1,0.0,0.0,0.0,4.55
amifostine,renal hypertension,12,1,8.33,2,1,1,22,0,0,0,1,0.0,0.0,0.0,4.55
amifostine,ocular hypertension,9,2,22.22,2,1,1,22,0,0,0,2,0.0,0.0,0.0,9.09
amifostine,"hypertension, portal",2,0,0.0,2,1,1,22,0,0,0,0,0.0,0.0,0.0,0.0
amifostine,phen_tp_hypertension,12,3,25.0,2,1,1,22,0,0,0,3,0.0,0.0,0.0,13.64
amifostine,phen_sig_tp_noFP_Dis_hypertension,12,3,25.0,2,1,1,22,0,0,0,3,0.0,0.0,0.0,13.64
amifostine,phen_sig_tp_noFP_Sig_hypertension,14,1,7.14,2,1,1,22,0,0,0,1,0.0,0.0,0.0,4.55
amifostine,pancreatitis,7,2,28.57,2,1,1,22,0,0,0,2,0.0,0.0,0.0,9.09
amifostine,acute pancreatitis,12,2,16.67,2,1,1,22,0,0,0,2,0.0,0.0,0.0,9.09
amifostine,pancreatitis idiopathic,4,1,25.0,2,1,1,22,0,0,0,1,0.0,0.0,0.0,4.55
amifostine,adenocarcinoma of pancreas,13,1,7.69,2,1,1,22,0,0,0,1,0.0,0.0,0.0,4.55
amifostine,phen_tp_pancreatitis,12,3,25.0,2,1,1,22,0,0,0,3,0.0,0.0,0.0,13.64
amifostine,phen_sig_tp_noFP_Dis_pancreatitis,9,3,33.33,2,1,1,22,0,0,0,3,0.0,0.0,0.0,13.64
amifostine,phen_sig_tp_noFP_Sig_pancreatitis,16,2,12.5,2,1,1,22,0,0,0,2,0.0,0.0,0.0,9.09
amifostine,thrombocytopenia 5,2,0,0.0,2,1,1,22,0,0,0,0,0.0,0.0,0.0,0.0
amifostine,thrombocytopenia 6,13,0,0.0,2,1,1,22,0,0,0,0,0.0,0.0,0.0,0.0
amifostine,macrothrombocytopenia,4,1,25.0,2,1,1,22,0,0,0,1,0.0,0.0,0.0,4.55
amifostine,idiopathic thrombocytopenia,12,1,8.33,2,1,1,22,0,0,0,1,0.0,0.0,0.0,4.55
amifostine,thrombocytopenia due to platelet alloimmunization,25,3,12.0,2,1,1,22,0,0,0,3,0.0,0.0,0.0,13.64
amifostine,phen_tp_thrombocytopenia,10,2,20.0,2,1,1,22,0,0,0,2,0.0,0.0,0.0,9.09
amifostine,phen_sig_tp_noFP_Sig_thrombocytopenia,12,1,8.33,2,1,1,22,0,0,0,1,0.0,0.0,0.0,4.55
amifostine,myocardial infarction,10,3,30.0,2,1,1,22,0,0,0,3,0.0,0.0,0.0,13.64
amifostine,old myocardial infarction,16,4,25.0,2,1,1,22,0,0,0,4,0.0,0.0,0.0,18.18
amifostine,acute myocardial infarction,6,1,16.67,2,1,1,22,0,0,0,1,0.0,0.0,0.0,4.55
amifostine,phen_sig_tp_noFP_Sig_myocardial infarction,14,3,21.43,2,1,1,22,0,0,0,3,0.0,0.0,0.0,13.64
rufinamide,hypertension,2,0,0.0,6,10,1,19,0,0,0,0,0.0,0.0,0.0,0.0
rufinamide,prehypertension,11,1,9.09,6,10,1,19,1,0,0,1,16.67,0.0,0.0,5.26
rufinamide,hypertensive disease,9,0,0.0,6,10,1,19,0,0,0,0,0.0,0.0,0.0,0.0
rufinamide,genetic hypertension,6,3,50.0,6,10,1,19,2,2,0,3,33.33,20.0,0.0,15.79
rufinamide,pulmonary hypertension,13,0,0.0,6,10,1,19,0,0,0,0,0.0,0.0,0.0,0.0
rufinamide,essential hypertension,10,1,10.0,6,10,1,19,1,0,0,1,16.67,0.0,0.0,5.26
rufinamide,"hypertension, renovascular",11,0,0.0,6,10,1,19,0,0,0,0,0.0,0.0,0.0,0.0
rufinamide,idiopathic pulmonary hypertension,9,0,0.0,6,10,1,19,0,0,0,0,0.0,0.0,0.0,0.0
rufinamide,renal hypertension,12,9,75.0,6,10,1,19,2,8,0,9,33.33,80.0,0.0,47.37
rufinamide,ocular hypertension,9,0,0.0,6,10,1,19,0,0,0,0,0.0,0.0,0.0,0.0
rufinamide,"hypertension, portal",2,1,50.0,6,10,1,19,1,0,0,1,16.67,0.0,0.0,5.26
rufinamide,phen_tp_hypertension,12,1,8.33,6,10,1,19,1,0,0,1,16.67,0.0,0.0,5.26
rufinamide,phen_sig_tp_noFP_Dis_hypertension,12,2,16.67,6,10,1,19,2,0,0,2,33.33,0.0,0.0,10.53
rufinamide,phen_sig_tp_noFP_Sig_hypertension,14,0,0.0,6,10,1,19,0,0,0,0,0.0,0.0,0.0,0.0
rufinamide,pancreatitis,7,1,14.29,6,10,1,19,1,0,0,1,16.67,0.0,0.0,5.26
rufinamide,acute pancreatitis,12,0,0.0,6,10,1,19,0,0,0,0,0.0,0.0,0.0,0.0
rufinamide,pancreatitis idiopathic,4,0,0.0,6,10,1,19,0,0,0,0,0.0,0.0,0.0,0.0
rufinamide,adenocarcinoma of pancreas,13,10,76.92,6,10,1,19,2,9,0,10,33.33,90.0,0.0,52.63
rufinamide,phen_tp_pancreatitis,12,1,8.33,6,10,1,19,1,0,0,1,16.67,0.0,0.0,5.26
rufinamide,phen_sig_tp_noFP_Dis_pancreatitis,9,1,11.11,6,10,1,19,1,0,0,1,16.67,0.0,0.0,5.26
rufinamide,phen_sig_tp_noFP_Sig_pancreatitis,16,3,18.75,6,10,1,19,2,2,0,3,33.33,20.0,0.0,15.79
rufinamide,thrombocytopenia 5,2,1,50.0,6,10,1,19,1,0,0,1,16.67,0.0,0.0,5.26
rufinamide,thrombocytopenia 6,13,1,7.69,6,10,1,19,1,0,0,1,16.67,0.0,0.0,5.26
rufinamide,macrothrombocytopenia,4,1,25.0,6,10,1,19,1,0,0,1,16.67,0.0,0.0,5.26
rufinamide,idiopathic thrombocytopenia,12,1,8.33,6,10,1,19,1,0,0,1,16.67,0.0,0.0,5.26
rufinamide,thrombocytopenia due to platelet alloimmunization,25,9,36.0,6,10,1,19,1,9,0,9,16.67,90.0,0.0,47.37
rufinamide,phen_tp_thrombocytopenia,10,2,20.0,6,10,1,19,2,0,0,2,33.33,0.0,0.0,10.53
rufinamide,phen_sig_tp_noFP_Sig_thrombocytopenia,12,2,16.67,6,10,1,19,2,0,0,2,33.33,0.0,0.0,10.53
rufinamide,myocardial infarction,10,0,0.0,6,10,1,19,0,0,0,0,0.0,0.0,0.0,0.0
rufinamide,old myocardial infarction,16,1,6.25,6,10,1,19,1,0,0,1,16.67,0.0,0.0,5.26
rufinamide,acute myocardial infarction,6,0,0.0,6,10,1,19,0,0,0,0,0.0,0.0,0.0,0.0
rufinamide,phen_sig_tp_noFP_Sig_myocardial infarction,14,0,0.0,6,10,1,19,0,0,0,0,0.0,0.0,0.0,0.0
butabarbital,hypertension,2,0,0.0,11,16,1,39,0,0,0,0,0.0,0.0,0.0,0.0
butabarbital,prehypertension,11,1,9.09,11,16,1,39,1,0,0,1,9.09,0.0,0.0,2.56
butabarbital,hypertensive disease,9,0,0.0,11,16,1,39,0,0,0,0,0.0,0.0,0.0,0.0
butabarbital,genetic hypertension,6,1,16.67,11,16,1,39,1,0,0,1,9.09,0.0,0.0,2.56
butabarbital,pulmonary hypertension,13,0,0.0,11,16,1,39,0,0,0,0,0.0,0.0,0.0,0.0
butabarbital,essential hypertension,10,1,10.0,11,16,1,39,1,0,0,1,9.09,0.0,0.0,2.56
butabarbital,"hypertension, renovascular",11,0,0.0,11,16,1,39,0,0,0,0,0.0,0.0,0.0,0.0
butabarbital,idiopathic pulmonary hypertension,9,0,0.0,11,16,1,39,0,0,0,0,0.0,0.0,0.0,0.0
butabarbital,renal hypertension,12,1,8.33,11,16,1,39,1,0,0,1,9.09,0.0,0.0,2.56
butabarbital,ocular hypertension,9,0,0.0,11,16,1,39,0,0,0,0,0.0,0.0,0.0,0.0
butabarbital,"hypertension, portal",2,1,50.0,11,16,1,39,1,0,0,1,9.09,0.0,0.0,2.56
butabarbital,phen_tp_hypertension,12,1,8.33,11,16,1,39,1,0,0,1,9.09,0.0,0.0,2.56
butabarbital,phen_sig_tp_noFP_Dis_hypertension,12,2,16.67,11,16,1,39,1,1,0,2,9.09,6.25,0.0,5.13
butabarbital,phen_sig_tp_noFP_Sig_hypertension,14,0,0.0,11,16,1,39,0,0,0,0,0.0,0.0,0.0,0.0
butabarbital,pancreatitis,7,0,0.0,11,16,1,39,0,0,0,0,0.0,0.0,0.0,0.0
butabarbital,acute pancreatitis,12,0,0.0,11,16,1,39,0,0,0,0,0.0,0.0,0.0,0.0
butabarbital,pancreatitis idiopathic,4,0,0.0,11,16,1,39,0,0,0,0,0.0,0.0,0.0,0.0
butabarbital,adenocarcinoma of pancreas,13,1,7.69,11,16,1,39,1,0,0,1,9.09,0.0,0.0,2.56
butabarbital,phen_tp_pancreatitis,12,1,8.33,11,16,1,39,1,0,0,1,9.09,0.0,0.0,2.56
butabarbital,phen_sig_tp_noFP_Dis_pancreatitis,9,2,22.22,11,16,1,39,1,1,0,2,9.09,6.25,0.0,5.13
butabarbital,phen_sig_tp_noFP_Sig_pancreatitis,16,1,6.25,11,16,1,39,1,0,0,1,9.09,0.0,0.0,2.56
butabarbital,thrombocytopenia 5,2,1,50.0,11,16,1,39,1,0,0,1,9.09,0.0,0.0,2.56
butabarbital,thrombocytopenia 6,13,1,7.69,11,16,1,39,1,0,0,1,9.09,0.0,0.0,2.56
butabarbital,macrothrombocytopenia,4,1,25.0,11,16,1,39,1,0,0,1,9.09,0.0,0.0,2.56
butabarbital,idiopathic thrombocytopenia,12,1,8.33,11,16,1,39,1,0,0,1,9.09,0.0,0.0,2.56
butabarbital,thrombocytopenia due to platelet alloimmunization,25,1,4.0,11,16,1,39,0,0,1,0,0.0,0.0,100.0,0.0
butabarbital,phen_tp_thrombocytopenia,10,2,20.0,11,16,1,39,1,0,1,1,9.09,0.0,100.0,2.56
butabarbital,phen_sig_tp_noFP_Sig_thrombocytopenia,12,1,8.33,11,16,1,39,1,0,0,1,9.09,0.0,0.0,2.56
butabarbital,myocardial infarction,10,0,0.0,11,16,1,39,0,0,0,0,0.0,0.0,0.0,0.0
butabarbital,old myocardial infarction,16,1,6.25,11,16,1,39,1,0,0,1,9.09,0.0,0.0,2.56
butabarbital,acute myocardial infarction,6,0,0.0,11,16,1,39,0,0,0,0,0.0,0.0,0.0,0.0
butabarbital,phen_sig_tp_noFP_Sig_myocardial infarction,14,0,0.0,11,16,1,39,0,0,0,0,0.0,0.0,0.0,0.0
safinamide,hypertension,2,2,100.0,9,1,1,24,2,0,0,2,22.22,0.0,0.0,8.33
safinamide,prehypertension,11,1,9.09,9,1,1,24,1,0,0,1,11.11,0.0,0.0,4.17
safinamide,hypertensive disease,9,1,11.11,9,1,1,24,1,0,0,1,11.11,0.0,0.0,4.17
safinamide,genetic hypertension,6,1,16.67,9,1,1,24,0,0,0,1,0.0,0.0,0.0,4.17
safinamide,pulmonary hypertension,13,2,15.38,9,1,1,24,2,0,0,2,22.22,0.0,0.0,8.33
safinamide,essential hypertension,10,1,10.0,9,1,1,24,1,0,0,1,11.11,0.0,0.0,4.17
safinamide,"hypertension, renovascular",11,1,9.09,9,1,1,24,1,0,0,1,11.11,0.0,0.0,4.17
safinamide,idiopathic pulmonary hypertension,9,2,22.22,9,1,1,24,2,0,0,2,22.22,0.0,0.0,8.33
safinamide,renal hypertension,12,10,83.33,9,1,1,24,2,0,0,10,22.22,0.0,0.0,41.67
safinamide,ocular hypertension,9,1,11.11,9,1,1,24,1,0,0,1,11.11,0.0,0.0,4.17
safinamide,"hypertension, portal",2,0,0.0,9,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
safinamide,phen_tp_hypertension,12,1,8.33,9,1,1,24,1,0,0,1,11.11,0.0,0.0,4.17
safinamide,phen_sig_tp_noFP_Dis_hypertension,12,1,8.33,9,1,1,24,1,0,0,1,11.11,0.0,0.0,4.17
safinamide,phen_sig_tp_noFP_Sig_hypertension,14,1,7.14,9,1,1,24,1,0,0,1,11.11,0.0,0.0,4.17
safinamide,pancreatitis,7,1,14.29,9,1,1,24,1,0,0,1,11.11,0.0,0.0,4.17
safinamide,acute pancreatitis,12,0,0.0,9,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
safinamide,pancreatitis idiopathic,4,0,0.0,9,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
safinamide,adenocarcinoma of pancreas,13,11,84.62,9,1,1,24,2,0,0,11,22.22,0.0,0.0,45.83
safinamide,phen_tp_pancreatitis,12,1,8.33,9,1,1,24,1,0,0,1,11.11,0.0,0.0,4.17
safinamide,phen_sig_tp_noFP_Dis_pancreatitis,9,0,0.0,9,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
safinamide,phen_sig_tp_noFP_Sig_pancreatitis,16,3,18.75,9,1,1,24,2,0,0,3,22.22,0.0,0.0,12.5
safinamide,thrombocytopenia 5,2,0,0.0,9,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
safinamide,thrombocytopenia 6,13,1,7.69,9,1,1,24,1,0,0,1,11.11,0.0,0.0,4.17
safinamide,macrothrombocytopenia,4,0,0.0,9,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
safinamide,idiopathic thrombocytopenia,12,2,16.67,9,1,1,24,2,0,0,2,22.22,0.0,0.0,8.33
safinamide,thrombocytopenia due to platelet alloimmunization,25,10,40.0,9,1,1,24,1,0,0,10,11.11,0.0,0.0,41.67
safinamide,phen_tp_thrombocytopenia,10,4,40.0,9,1,1,24,4,0,0,4,44.44,0.0,0.0,16.67
safinamide,phen_sig_tp_noFP_Sig_thrombocytopenia,12,4,33.33,9,1,1,24,4,0,0,4,44.44,0.0,0.0,16.67
safinamide,myocardial infarction,10,0,0.0,9,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
safinamide,old myocardial infarction,16,0,0.0,9,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
safinamide,acute myocardial infarction,6,0,0.0,9,1,1,24,0,0,0,0,0.0,0.0,0.0,0.0
safinamide,phen_sig_tp_noFP_Sig_myocardial infarction,14,1,7.14,9,1,1,24,1,0,0,1,11.11,0.0,0.0,4.17
dofetilide,hypertension,2,1,50.0,4,1,1,18,0,0,0,1,0.0,0.0,0.0,5.56
dofetilide,prehypertension,11,1,9.09,4,1,1,18,0,0,0,1,0.0,0.0,0.0,5.56
dofetilide,hypertensive disease,9,2,22.22,4,1,1,18,0,0,0,2,0.0,0.0,0.0,11.11
dofetilide,genetic hypertension,6,0,0.0,4,1,1,18,0,0,0,0,0.0,0.0,0.0,0.0
dofetilide,pulmonary hypertension,13,2,15.38,4,1,1,18,0,0,0,2,0.0,0.0,0.0,11.11
dofetilide,essential hypertension,10,1,10.0,4,1,1,18,0,0,0,1,0.0,0.0,0.0,5.56
dofetilide,"hypertension, renovascular",11,1,9.09,4,1,1,18,0,0,0,1,0.0,0.0,0.0,5.56
dofetilide,idiopathic pulmonary hypertension,9,1,11.11,4,1,1,18,0,0,0,1,0.0,0.0,0.0,5.56
dofetilide,renal hypertension,12,1,8.33,4,1,1,18,0,0,0,1,0.0,0.0,0.0,5.56
