TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0022839	"monoatomic ion-gated channel activity"	-77.51570016065321	4.427648371186932	0.058429746562365784	0.7730424633223939	0.65538456	null
GO:0022836	"gated channel activity"	-76.51570016065321	5.564578486507822	0.8009015935371536	0.756230561629436	0	null
GO:0015075	"monoatomic ion transmembrane transporter activity"	-76.18045606445813	6.188713110254052	3.3706579559655494	0.7504595520671663	0.50804964	null
GO:0015318	"inorganic molecular entity transmembrane transporter activity"	-75.57511836336893	6.171992505462873	3.243351872865567	0.7974259308111787	0.61225989	null
GO:0005215	"transporter activity"	-70.09044397075883	6.664249240943595	10.075137960578989	1	0	null
GO:0022803	"passive transmembrane transporter activity"	-67.1681302257195	5.88473533996407	1.673927439592528	0.8093163290812587	0.55811996	null
GO:0022890	"inorganic cation transmembrane transporter activity"	-63.55909091793478	6.0806073688867786	2.6279001701510714	0.7645488223243124	0.59393122	null
GO:0005102	"signaling receptor binding"	-57.12609840213554	5.70015401283437	1.094346873454143	0.8526050639557617	0	null
GO:0030594	"neurotransmitter receptor activity"	-54.995678626217355	4.973423442845006	0.2053150005938142	0.8727751347292504	0	null
GO:0036094	"small molecule binding"	-45.543633966870956	7.218235675531778	36.07758878384602	0.9536111540355071	0.0870869	null
GO:0043168	"anion binding"	-39.596879478824185	6.927234817369778	18.460209307667203	0.9309684536905701	0.24009045	null
GO:0003824	"catalytic activity"	-39.05012229596313	7.442996037341388	60.53379149902957	1	0	null
GO:0016491	"oxidoreductase activity"	-37.94309514866353	6.705334884838153	11.074819433442528	0.980142582026051	0.07151779	null
GO:0019899	"enzyme binding"	-33.080921907623924	5.8127135352187285	1.4181256805098825	0.8495199066072336	0.52134744	null
GO:0060089	"molecular transducer activity"	-33.07007043991541	6.0740392798114	2.5884558894484484	1	0	null
GO:0042802	"identical protein binding"	-32.995678626217355	5.33465677657078	0.4716899485272982	0.8617891208689088	0.46321275	null
GO:0043167	"ion binding"	-32.64206515299955	7.193200537570395	34.056684384615856	0.9249767815231625	0.47109462	null
GO:0019900	"kinase binding"	-30.954677021213342	5.2773203525361305	0.41335187701277204	0.8503313539198285	0.45709952	null
GO:0004497	"monooxygenase activity"	-28.962573502059378	5.7829360542600465	1.324150025517313	0.9337167758382285	0	null
GO:0020037	"heme binding"	-28.80966830182971	5.829499322166181	1.4740103531250812	0.9605438902167456	0.05089615	null
GO:0048018	"receptor ligand activity"	-28.458420756053417	5.336567793685065	0.4737700990175644	0.7163634703364845	0.46341932	null
GO:0004672	"protein kinase activity"	-28.26921772433361	6.2106261364593225	3.545093744612045	0.930573909769803	0.05169827	null
GO:0030545	"signaling receptor regulator activity"	-27.375717904164333	5.360487382789446	0.500595964206831	0.9555258460298438	0.58970155	null
GO:0046906	"tetrapyrrole binding"	-25.856985199745903	5.874642401587303	1.6354741225022669	0.96010593555869	0.1375018	null
GO:1901265	"nucleoside phosphate binding"	-25.563837352959244	6.924700864043428	18.352814171862295	0.9454502394861803	0.19719778	null
GO:0000166	"nucleotide binding"	-25.321481620959887	6.9236120800790015	18.306860962763057	0.9119966776441989	0.47691452	null
GO:0097367	"carbohydrate derivative binding"	-24.605548319173785	6.848664424657691	15.405160165803492	0.959607227017789	0.1537856	null
GO:0022804	"active transmembrane transporter activity"	-24.478861916295962	6.184854331656157	3.3408417380253232	0.796858564112067	0.61493073	null
GO:0043177	"organic acid binding"	-23.744727494896694	5.322140701002309	0.4582901123680706	0.9576243646735915	0.12068496	null
GO:0008509	"monoatomic anion transmembrane transporter activity"	-22.446116973356126	5.210144553124945	0.3541145169337237	0.7691169703534597	0.66677437	null
GO:0044877	"protein-containing complex binding"	-22.185086818724926	5.887403475810974	1.6842430652137217	0.9691919608096694	0.05353971	null
GO:0016705	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	-21.939302159646388	5.842845042414387	1.5200093997482385	0.9329243869385828	0.45983527	null
GO:0031406	"carboxylic acid binding"	-21.92445303860747	5.30955777897971	0.4452024079193447	0.9318220719358087	0.04475948	null
GO:0033218	"amide binding"	-21.795880017344075	5.311635208307389	0.44733712689046773	0.9728535136374974	0.04478105	null
GO:0098772	"molecular function regulator activity"	-21.489454989793387	6.243156408823585	3.8208326438605775	1	0	null
GO:0042277	"peptide binding"	-20.18575240426808	5.189986927670516	0.33805392164791226	0.9735092500962678	0.04355187	null
GO:0008395	"steroid hydroxylase activity"	-19.876148359032914	4.361085360488826	0.0501266065151754	0.9333540251245165	0.32824498	null
GO:0016772	"transferase activity, transferring phosphorus-containing groups"	-19.72124639904717	6.5612178162308625	7.947298983522348	0.9611296208749973	0.43106132	null
GO:0046983	"protein dimerization activity"	-19.23882418684427	5.729996121186026	1.172187720026936	0.8517997603000782	0.52546413	null
GO:0042562	"hormone binding"	-19.14146280243036	4.589983093181969	0.08491292169185077	0.9763023293049353	0.03835864	null
GO:0004879	"nuclear receptor activity"	-19.044312249686495	4.683128122999577	0.1052254930060342	0.8451341224727956	0.57925091	null
GO:0098531	"ligand-activated transcription factor activity"	-19.044312249686495	4.683623312308348	0.10534554366391945	0.9619798323438039	0	null
GO:0005506	"iron ion binding"	-18.96657624451305	5.825053334454326	1.4589974726717228	0.9406400242420866	0.14733828	null
GO:0046914	"transition metal ion binding"	-18.199970640755865	6.454241915208814	6.212174084018391	0.9335364933931529	0.40162279	null
GO:0004713	"protein tyrosine kinase activity"	-18.09799710864927	5.136171804942558	0.2986554784692092	0.9422634807609531	0.64041106	null
GO:0016917	"GABA receptor activity"	-18.09799710864927	4.310672074930124	0.044632651862499734	0.8805294038509204	0.54351801	null
GO:0008227	"G protein-coupled amine receptor activity"	-17.54515513999149	4.529789551099617	0.0739228296472652	0.8450475066645209	0.56398595	null
GO:0019904	"protein domain specific binding"	-17.19586056766465	4.869325611090526	0.16155544442502534	0.8719173097563533	0.41785808	null
GO:0070405	"ammonium ion binding"	-16.632644078973982	0.3010299956639812	0.000002182739234277178	0.9762870413522984	0.0616196	null
GO:0004890	"GABA-A receptor activity"	-16.37059040089728	4.191925851711436	0.033954691528415785	0.8824743160774478	0.53303439	null
GO:0015291	"secondary active transmembrane transporter activity"	-16.23210238398191	5.792660588623652	1.3541343143785787	0.792832994672239	0.54273695	null
GO:0005496	"steroid binding"	-15.87942606879415	4.770896174937124	0.1287925285185249	0.9528483147371632	0.10535852	null
GO:0016712	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen"	-14.69680394257951	4.754654069255432	0.12406471533708054	0.9293006988207199	0.59719942	null
GO:0003674	"molecular_function"	-14.434152181326482	7.660998154612795	100	1	0	null
GO:0099528	"G protein-coupled neurotransmitter receptor activity"	-14.425968732272281	3.789298611159441	0.01343475998697603	0.8419664980796588	0.5003121	null
GO:0043169	"cation binding"	-14.38933983691012	6.935587114255789	18.818669658416372	0.9307431056641472	0.47439222	null
GO:0016709	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen"	-14.283162276700475	5.001988850743265	0.21927361799701675	0.9264942208864569	0.66597405	null
GO:0042803	"protein homodimerization activity"	-13.920818753952375	4.868996902487136	0.16143321102790584	0.8705107602696303	0.41782918	null
GO:0008134	"transcription factor binding"	-13.578396073130168	4.94350935487179	0.19164887024800478	0.8704054732309304	0.42448408	null
GO:0008289	"lipid binding"	-13.18775530319963	5.752489436297913	1.2344983769478466	0.9701454097044665	0.05160836	null
GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	-13.013228265733755	5.895621966287966	1.716418824266202	0.9257802998721293	0.47429504	null
GO:0008066	"glutamate receptor activity"	-12.991399828238082	4.446878752254525	0.06107522651430972	0.8782183395567524	0.55606249	null
GO:0008528	"G protein-coupled peptide receptor activity"	-12.777283528852417	4.944176584107874	0.1919435400446322	0.8336526604730201	0.67302267	null
GO:0008514	"organic anion transmembrane transporter activity"	-12.623423042943488	5.621531468340076	0.9131293140067489	0.8060406629640755	0.51628912	null
GO:0019825	"oxygen binding"	-12.468521082957745	4.544749971447908	0.07651374111835221	0.9637133215913909	0.10352591	null
GO:0019838	"growth factor binding"	-12.454692883534175	4.550680762286439	0.0775658214292738	0.8780215554462628	0.39160165	null
GO:0016614	"oxidoreductase activity, acting on CH-OH group of donors"	-12.306273051076353	5.956898046912602	1.9765118486834359	0.9313636011915103	0.48988668	null
GO:0042910	"xenobiotic transmembrane transporter activity"	-12.23582386760967	5.058285539361334	0.24962242431040665	0.8349065530485846	0.3858325	null
GO:0016209	"antioxidant activity"	-12.074687908500351	5.505388774621988	0.6988585343346956	0.9210218922204708	0.01527243	null
GO:0004707	"MAP kinase activity"	-12.056505484093897	4.346489892567084	0.04846990743635902	0.8770393638185747	0.5342742	null
GO:0070330	"aromatase activity"	-11.886056647693163	3.6158448828747023	0.009010347559096191	0.9398829133007445	0.50460081	null
GO:0097159	"organic cyclic compound binding"	-11.866461091629782	7.252799553663059	39.06621935354991	0.952942092830181	0.22682086	null
GO:0002020	"protease binding"	-11.527243550682787	4.249687427805301	0.038785093453871176	0.8721104524787295	0.62884192	null
GO:0004993	"G protein-coupled serotonin receptor activity"	-11.343901797987169	4.323994202181974	0.0460230567547343	0.8443350296227585	0.60849091	null
GO:0099589	"serotonin receptor activity"	-11.343901797987169	3.3350565194390915	0.0047190822245072594	0.8948363547950325	0.46790021	null
GO:0016229	"steroid dehydrogenase activity"	-11.058488567365597	4.431025848133122	0.05888593906232971	0.9476685575165975	0.33273956	null
GO:0050661	"NADP binding"	-10.931814138253838	5.492309102811401	0.6781246943482966	0.9413256622361911	0.12557796	null
GO:0015293	"symporter activity"	-10.785156151952302	5.441657437557718	0.6034728297967829	0.7998496962928969	0.69811153	null
GO:0001540	"amyloid-beta binding"	-10.539102157243452	3.9843022319799033	0.021050337175369103	0.9655788084240973	0.0342373	null
GO:0043176	"amine binding"	-10.332547047110046	4.145600357652248	0.0305190599736635	0.9779995441501386	0.03524581	null
GO:0051378	"serotonin binding"	-10.332547047110046	3.550717423469283	0.007755272499386814	0.9561141993463181	0.19807059	null
GO:0004089	"carbonate dehydratase activity"	-10.1073489661227	4.577100988801015	0.08243114718247763	0.9823833501115187	0.03467862	null
GO:0016247	"channel regulator activity"	-9.935542010773082	4.666415010605355	0.10125290759964974	0.9538970486789571	0.51275136	null
GO:1901618	"organic hydroxy compound transmembrane transporter activity"	-9.616184634019568	4.611861325884996	0.08930022755274791	0.8485426112956166	0.35235756	null
GO:0004715	"non-membrane spanning protein tyrosine kinase activity"	-9.332547047110046	4.442558154495923	0.060470607746414946	0.9459939394208969	0.54526815	null
GO:0004953	"icosanoid receptor activity"	-9.291579099865288	3.783045572114693	0.013242678934359639	0.8600641230399945	0.50786753	null
GO:0005237	"inhibitory extracellular ligand-gated monoatomic ion channel activity"	-9.291579099865288	3.9274730209952757	0.018468156661219204	0.7691807600739943	0.68571035	null
GO:0004298	"threonine-type endopeptidase activity"	-9.277366077466187	4.292233912909475	0.04277732351336414	0.9499574018422678	0.41113122	null
GO:0070003	"threonine-type peptidase activity"	-9.277366077466187	4.602298787630044	0.08735540689500695	0.9484296220545015	0.36901432	null
GO:0015662	"P-type ion transporter activity"	-9.26841123481326	4.995670287683255	0.21610646336808056	0.810208425082308	0.62943633	null
GO:0046872	"metal ion binding"	-9.16304326294045	6.929372070476243	18.551279736738948	0.9221692051546487	0.60761832	null
GO:0051427	"hormone receptor binding"	-8.995678626217357	4.035349676522988	0.02367617247420455	0.8506306989236239	0.6518814	null
GO:1901363	"heterocyclic compound binding"	-8.709965388637482	6.960596100738509	19.934158544093723	0.9319713155122797	0.48454807	null
GO:0004955	"prostaglandin receptor activity"	-8.60906489289662	3.601842789782098	0.008724408719405882	0.8593532482472815	0.48640849	null
GO:0032052	"bile acid binding"	-8.60906489289662	3.0429690733931802	0.0024075613754077274	0.9510907068174916	0.66805905	null
GO:0008392	"arachidonate epoxygenase activity"	-8.490797477668897	3.511749711344983	0.007089537032932274	0.9406943007108597	0.49754769	null
