TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0022839	"monoatomic ion-gated channel activity"	-128.70774392864354	4.427648371186932	0.058429746562365784	0.7190149183194138	0.65538456	null
GO:0022836	"gated channel activity"	-127.82681373158772	5.564578486507822	0.8009015935371536	0.7029377954962361	0	null
GO:0022803	"passive transmembrane transporter activity"	-108.07520400420209	5.88473533996407	1.673927439592528	0.7893269906123763	0.46817137	null
GO:0015318	"inorganic molecular entity transmembrane transporter activity"	-91.09312646527793	6.171992505462873	3.243351872865567	0.7760340177291084	0.59069577	null
GO:0022890	"inorganic cation transmembrane transporter activity"	-89.66354026615147	6.0806073688867786	2.6279001701510714	0.7275870327689872	0.54014492	null
GO:0008324	"monoatomic cation transmembrane transporter activity"	-83.8096683018297	6.118996092927394	2.870764833792156	0.6963542504544132	0.59817713	null
GO:0038023	"signaling receptor activity"	-72.90308998699194	5.984808501104928	2.1077053903596656	0.7633175478431871	0	null
GO:0060089	"molecular transducer activity"	-72.14508697769215	6.0740392798114	2.5884558894484484	1	0	null
GO:0005215	"transporter activity"	-68.69464863055337	6.664249240943595	10.075137960578989	1	0	null
GO:0004713	"protein tyrosine kinase activity"	-46.04431224968649	5.136171804942558	0.2986554784692092	0.9217324966097576	0	null
GO:0003954	"NADH dehydrogenase activity"	-44.60205999132796	5.039763001054312	0.23919984446673315	0.9449700826826322	0.03343802	null
GO:0004714	"transmembrane receptor protein tyrosine kinase activity"	-37.701146923590294	4.7660259742828455	0.12735628610237051	0.7259149645595635	0.67636145	null
GO:0019199	"transmembrane receptor protein kinase activity"	-31.723538195826755	4.882513153939836	0.16653645535764586	0.7332291948647061	0.69404816	null
GO:0004112	"cyclic-nucleotide phosphodiesterase activity"	-27.53313237964589	4.627673031766616	0.09261144297114639	0.9296032886175347	0.03095884	null
GO:0016651	"oxidoreductase activity, acting on NAD(P)H"	-27.334419008982046	5.511090216773934	0.7080937040349223	0.9519635044457189	0.35623514	null
GO:0016917	"GABA receptor activity"	-22.96657624451305	4.310672074930124	0.044632651862499734	0.79985883991346	0.61508803	null
GO:0042562	"hormone binding"	-20.557520230935552	4.589983093181969	0.08491292169185077	0.979788599309284	0	null
GO:0004890	"GABA-A receptor activity"	-20.247183568811728	4.191925851711436	0.033954691528415785	0.8030273404750572	0.60089184	null
GO:0008227	"G protein-coupled amine receptor activity"	-18.609064892896622	4.529789551099617	0.0739228296472652	0.7702695296453791	0.64312426	null
GO:0003824	"catalytic activity"	-18.153044674980176	7.442996037341388	60.53379149902957	1	0	null
GO:0008081	"phosphoric diester hydrolase activity"	-18.05403929642243	5.269650682451084	0.4061160964511432	0.9343911863903107	0.60727289	null
GO:0070405	"ammonium ion binding"	-17.732828271596986	0.3010299956639812	0.000002182739234277178	0.9777086620945933	0.01798503	null
GO:0004672	"protein kinase activity"	-16.860120913598763	6.2106261364593225	3.545093744612045	0.9055812236712942	0.64041106	null
GO:0004298	"threonine-type endopeptidase activity"	-15.686132779630846	4.292233912909475	0.04277732351336414	0.9397149508611204	0.41113122	null
GO:0070003	"threonine-type peptidase activity"	-15.686132779630846	4.602298787630044	0.08735540689500695	0.9367189214736862	0.29800379	null
GO:0008066	"glutamate receptor activity"	-15.46470587995723	4.446878752254525	0.06107522651430972	0.7960978546300389	0.63222035	null
GO:0016491	"oxidoreductase activity"	-15.18575240426808	6.705334884838153	11.074819433442528	0.9791990215199364	0.04943965	null
GO:0031078	"histone H3K14 deacetylase activity"	-13.978810700930062	2.8382192219076257	0.0015017245931826986	0.9227219688172904	0.22643737	null
GO:0036094	"small molecule binding"	-13.69680394257951	7.218235675531778	36.07758878384602	0.9581448907848704	0.08954167	null
GO:1901338	"catecholamine binding"	-13.51999305704285	3.6729286904427223	0.010276336314976955	0.9748021279958204	0.02734248	null
GO:0042277	"peptide binding"	-13.177178354696895	5.189986927670516	0.33805392164791226	0.9772539984582923	0.03482756	null
GO:0004935	"adrenergic receptor activity"	-12.578396073130168	3.894039000804609	0.017099579161327413	0.7777999491153031	0.56800418	null
GO:0019838	"growth factor binding"	-12.25336580106242	4.550680762286439	0.0775658214292738	0.914429674128943	0.03122547	null
GO:0033218	"amide binding"	-12.213958789757445	5.311635208307389	0.44733712689046773	0.9766532647538716	0.04004161	null
GO:0004879	"nuclear receptor activity"	-12.139063379299905	4.683128122999577	0.1052254930060342	0.7762294395510803	0.66431394	null
GO:0098531	"ligand-activated transcription factor activity"	-12.139063379299905	4.683623312308348	0.10534554366391945	0.9467269166958873	0	null
GO:0016772	"transferase activity, transferring phosphorus-containing groups"	-11.6345120151091	6.5612178162308625	7.947298983522348	0.9540498060137728	0.30328013	null
GO:1901265	"nucleoside phosphate binding"	-11.498940737782249	6.924700864043428	18.352814171862295	0.9445604161994622	0.33756347	null
GO:0000166	"nucleotide binding"	-11.193820026016112	6.9236120800790015	18.306860962763057	0.9034549624215057	0.31629924	null
GO:0042166	"acetylcholine binding"	-10.869666231504993	3.2211533219547053	0.0036298953466029475	0.9675368499658666	0.09732969	null
GO:0043176	"amine binding"	-10.283162276700475	4.145600357652248	0.0305190599736635	0.9813101298238888	0.02930495	null
GO:0051378	"serotonin binding"	-10.283162276700475	3.550717423469283	0.007755272499386814	0.9555595313186033	0.13774581	null
GO:0099589	"serotonin receptor activity"	-9.752026733638193	3.3350565194390915	0.0047190822245072594	0.8232384875712364	0.51509358	null
GO:0043167	"ion binding"	-9.749579997691106	7.193200537570395	34.056684384615856	0.9243452704580145	0.46967852	null
GO:0005102	"signaling receptor binding"	-9.528708288941061	5.70015401283437	1.094346873454143	0.8960385291612198	0.39160165	null
GO:0043168	"anion binding"	-9.018181392829336	6.927234817369778	18.460209307667203	0.9311358752894521	0.47109462	null
GO:0097367	"carbohydrate derivative binding"	-8.935542010773082	6.848664424657691	15.405160165803492	0.9640511881628269	0.1537856	null
GO:0001540	"amyloid-beta binding"	-8.493494967595128	3.9843022319799033	0.021050337175369103	0.9684682279833595	0.02860439	null
GO:0005004	"GPI-linked ephrin receptor activity"	-8.378823718224965	2.27415784926368	0.00040817223680983226	0.7844784581653498	0.43759537	null
GO:0019213	"deacetylase activity"	-7.772113295386326	4.947987265993787	0.19363516295119704	0.9616208602251328	0.17767012	null
GO:0004955	"prostaglandin receptor activity"	-7.7447274948966935	3.601842789782098	0.008724408719405882	0.7899460975486907	0.53906159	null
GO:0035240	"dopamine binding"	-7.549750891680639	3.0195316845312554	0.002280962499819651	0.9552320746985113	0.12968491	null
GO:0004953	"icosanoid receptor activity"	-7.478861916295964	3.783045572114693	0.013242678934359639	0.7917857741134261	0.55665173	null
