drugbank_id	category	uniprot_id	entrez_gene_id	organism	known_action	actions
DB00001	target	P00734	2147	Humans	yes	inhibitor
DB00006	target	P00734	2147	Humans	yes	inhibitor
DB00025	enzyme	P00734	2147	Humans	unknown	activator
DB00055	target	P00734	2147	Humans	unknown	
DB00100	target	P00734	2147	Humans	unknown	
DB00170	target	P00734	2147	Humans	unknown	activator
DB00278	target	P00734	2147	Humans	yes	inhibitor
DB01123	target	P00734	2147	Humans	no	other/unknown
DB01225	target	P00734	2147	Humans	unknown	inhibitor
DB01593	target	P00734	2147	Humans	unknown	
DB01725	target	P00734	2147	Humans	unknown	
DB01766	target	P00734	2147	Humans	unknown	
DB01767	target	P00734	2147	Humans	unknown	
DB02287	target	P00734	2147	Humans	unknown	
DB02723	target	P00734	2147	Humans	unknown	
DB03136	target	P00734	2147	Humans	unknown	
DB03159	target	P00734	2147	Humans	unknown	
DB03847	target	P00734	2147	Humans	unknown	
DB03865	target	P00734	2147	Humans	unknown	
DB04136	target	P00734	2147	Humans	unknown	
DB04591	target	P00734	2147	Humans	unknown	
DB04697	target	P00734	2147	Humans	unknown	
DB04722	target	P00734	2147	Humans	unknown	
DB04771	target	P00734	2147	Humans	unknown	
DB04772	target	P00734	2147	Humans	unknown	
DB04786	target	P00734	2147	Humans	unknown	inhibitor
DB04898	target	P00734	2147	Humans	yes	inhibitor
DB05714	target	P00734	2147	Humans	unknown	
DB05777	target	P00734	2147	Humans	yes	inhibitor
DB06404	target	P00734	2147	Humans	unknown	inhibitor
DB06695	target	P00734	2147	Humans	yes	inhibitor
DB06838	target	P00734	2147	Humans	unknown	
DB06841	target	P00734	2147	Humans	unknown	
DB06845	target	P00734	2147	Humans	unknown	
DB06850	target	P00734	2147	Humans	unknown	
DB06853	target	P00734	2147	Humans	unknown	
DB06858	target	P00734	2147	Humans	unknown	
DB06859	target	P00734	2147	Humans	unknown	
DB06861	target	P00734	2147	Humans	unknown	
DB06865	target	P00734	2147	Humans	unknown	
DB06866	target	P00734	2147	Humans	unknown	
DB06868	target	P00734	2147	Humans	unknown	
DB06869	target	P00734	2147	Humans	unknown	
DB06878	target	P00734	2147	Humans	unknown	
DB06911	target	P00734	2147	Humans	unknown	
DB06919	target	P00734	2147	Humans	unknown	
DB06929	target	P00734	2147	Humans	unknown	
DB06936	target	P00734	2147	Humans	unknown	
DB06942	target	P00734	2147	Humans	unknown	
DB06947	target	P00734	2147	Humans	unknown	
DB06996	target	P00734	2147	Humans	unknown	
DB07005	target	P00734	2147	Humans	unknown	
DB07016	target	P00734	2147	Humans	unknown	
DB07027	target	P00734	2147	Humans	unknown	
DB07083	target	P00734	2147	Humans	unknown	
DB07088	target	P00734	2147	Humans	unknown	
DB07091	target	P00734	2147	Humans	unknown	
DB07095	target	P00734	2147	Humans	unknown	
DB07105	target	P00734	2147	Humans	unknown	
DB07120	target	P00734	2147	Humans	unknown	
DB07128	target	P00734	2147	Humans	unknown	
DB07131	target	P00734	2147	Humans	unknown	
DB07133	target	P00734	2147	Humans	unknown	
DB07143	target	P00734	2147	Humans	unknown	
DB07165	target	P00734	2147	Humans	unknown	
DB07190	target	P00734	2147	Humans	unknown	
DB07211	target	P00734	2147	Humans	unknown	
DB07277	target	P00734	2147	Humans	unknown	
DB07278	target	P00734	2147	Humans	unknown	
DB07279	target	P00734	2147	Humans	unknown	
DB07353	target	P00734	2147	Humans	unknown	
DB07366	target	P00734	2147	Humans	unknown	
DB07376	target	P00734	2147	Humans	unknown	
DB07400	target	P00734	2147	Humans	unknown	
DB07440	target	P00734	2147	Humans	unknown	
DB07461	target	P00734	2147	Humans	unknown	
DB07508	target	P00734	2147	Humans	unknown	
DB07515	target	P00734	2147	Humans	unknown	
DB07521	target	P00734	2147	Humans	unknown	
DB07522	target	P00734	2147	Humans	unknown	
DB07527	target	P00734	2147	Humans	unknown	
DB07548	target	P00734	2147	Humans	unknown	
DB07549	target	P00734	2147	Humans	unknown	
DB07550	target	P00734	2147	Humans	unknown	
DB07639	target	P00734	2147	Humans	unknown	
DB07658	target	P00734	2147	Humans	unknown	
DB07659	target	P00734	2147	Humans	unknown	
DB07660	target	P00734	2147	Humans	unknown	
DB07665	target	P00734	2147	Humans	unknown	
DB07718	target	P00734	2147	Humans	unknown	
DB07741	target	P00734	2147	Humans	unknown	
DB07796	target	P00734	2147	Humans	unknown	
DB07809	target	P00734	2147	Humans	unknown	
DB07897	target	P00734	2147	Humans	unknown	
DB07934	target	P00734	2147	Humans	unknown	
DB07944	target	P00734	2147	Humans	unknown	
DB07946	target	P00734	2147	Humans	unknown	
DB08061	target	P00734	2147	Humans	unknown	
DB08062	target	P00734	2147	Humans	unknown	
DB08152	target	P00734	2147	Humans	unknown	
DB08187	target	P00734	2147	Humans	unknown	
DB08254	target	P00734	2147	Humans	unknown	
DB08422	target	P00734	2147	Humans	unknown	
DB08546	target	P00734	2147	Humans	unknown	
DB08624	target	P00734	2147	Humans	unknown	
DB09109	target	P00734	2147	Humans	yes	binder
DB09130	target	P00734	2147	Humans	unknown	
DB09228	target	P00734	2147	Humans	yes	inhibitor
DB09332	target	P00734	2147	Humans	unknown	agonist
DB11166	target	P00734	2147	Humans	yes	inhibitor
DB12598	target	P00734	2147	Humans	yes	inhibitor
DB12831	target	P00734	2147	Humans	yes	inhibitor
DB13151	target	P00734	2147	Humans	yes	agonist
DB13152	target	P00734	2147	Humans	unknown	
DB13998	enzyme	P00734	2147	Humans	unknown	activator
DB13999	enzyme	P00734	2147	Humans	unknown	activator
DB14487	target	P00734	2147	Humans	unknown	
DB14738	target	P00734	2147	Humans	yes	binder
DB00002	target	P00533	1956	Humans	yes	binder
DB00281	target	P00533	1956	Humans	unknown	antagonist
DB00317	target	P00533	1956	Humans	yes	antagonist
DB00530	target	P00533	1956	Humans	yes	antagonist
DB00530	enzyme	P00533	1956	Humans	unknown	inhibitor
DB01259	target	P00533	1956	Humans	yes	antagonist
DB01269	target	P00533	1956	Humans	yes	suppressor
DB03496	target	P00533	1956	Humans	unknown	
DB04988	target	P00533	1956	Humans	unknown	
DB05101	target	P00533	1956	Humans	unknown	
DB05294	target	P00533	1956	Humans	unknown	inhibitor
DB05374	target	P00533	1956	Humans	unknown	
DB05424	target	P00533	1956	Humans	unknown	
DB05524	target	P00533	1956	Humans	unknown	
DB05944	target	P00533	1956	Humans	unknown	
DB06021	target	P00533	1956	Humans	unknown	
DB07602	target	P00533	1956	Humans	unknown	
DB07662	target	P00533	1956	Humans	unknown	
DB08916	target	P00533	1956	Humans	yes	inhibitor
DB09330	target	P00533	1956	Humans	yes	inhibitor|regulator
DB09559	target	P00533	1956	Humans	yes	antagonist
DB10772	target	P00533	1956	Humans	yes	agonist
DB11731	target	P00533	1956	Humans	no	antibody
DB11737	target	P00533	1956	Humans	unknown	antagonist
DB11828	target	P00533	1956	Humans	yes	inhibitor
DB11963	target	P00533	1956	Humans	yes	inhibitor
DB12010	target	P00533	1956	Humans	unknown	inhibitor
DB12114	target	P00533	1956	Humans	unknown	inhibitor|binder
DB12202	target	P00533	1956	Humans	yes	antagonist
DB12267	target	P00533	1956	Humans	yes	inhibitor
DB13164	target	P00533	1956	Humans	yes	inhibitor
DB15035	target	P00533	1956	Humans	unknown	inhibitor
DB15327	target	P00533	1956	Humans	yes	inhibitor
DB16390	target	P00533	1956	Humans	yes	inhibitor
DB16695	target	P00533	1956	Humans	yes	antibody|downregulator
DB00002	target	O75015	2215	Humans	unknown	binder
DB00005	target	O75015	2215	Humans	unknown	ligand
DB00028	target	O75015	2215	Humans	yes	antagonist
DB00056	target	O75015	2215	Humans	unknown	
DB00075	target	O75015	2215	Humans	unknown	
DB00087	target	O75015	2215	Humans	unknown	binder
DB00092	target	O75015	2215	Humans	unknown	
DB00108	target	O75015	2215	Humans	unknown	
DB00110	target	O75015	2215	Humans	unknown	
DB00111	target	O75015	2215	Humans	unknown	
DB06607	target	O75015	2215	Humans	yes	agonist
DB11767	target	O75015	2215	Humans	unknown	unknown
DB00002	target	P02745	712	Humans	unknown	binder
DB00110	target	P02745	712	Humans	unknown	
DB00111	target	P02745	712	Humans	unknown	
DB00112	target	P02745	712	Humans	unknown	
DB00002	target	P02746	713	Humans	unknown	binder
DB00110	target	P02746	713	Humans	unknown	
DB00111	target	P02746	713	Humans	unknown	
DB00112	target	P02746	713	Humans	unknown	
DB01593	target	P02746	713	Humans	unknown	
DB14487	target	P02746	713	Humans	unknown	
DB14533	target	P02746	713	Humans	unknown	modulator
DB14548	target	P02746	713	Humans	unknown	modulator
DB00002	target	P02747	714	Humans	unknown	binder
DB00110	target	P02747	714	Humans	unknown	
DB00111	target	P02747	714	Humans	unknown	
DB00112	target	P02747	714	Humans	unknown	
DB01593	target	P02747	714	Humans	unknown	
DB09130	target	P02747	714	Humans	unknown	
DB14487	target	P02747	714	Humans	unknown	
DB14533	target	P02747	714	Humans	unknown	modulator
DB14548	target	P02747	714	Humans	unknown	modulator
DB00002	target	P08637	2214	Humans	unknown	binder
DB00005	target	P08637	2214	Humans	unknown	ligand
DB00028	target	P08637	2214	Humans	yes	antagonist
DB00056	target	P08637	2214	Humans	unknown	
DB00087	target	P08637	2214	Humans	unknown	binder
DB00092	target	P08637	2214	Humans	unknown	
DB00110	target	P08637	2214	Humans	unknown	
DB00111	target	P08637	2214	Humans	unknown	
DB00112	target	P08637	2214	Humans	unknown	
DB06607	target	P08637	2214	Humans	yes	agonist
DB11767	target	P08637	2214	Humans	unknown	unknown
DB12023	target	P08637	2214	Humans	yes	binding
DB16695	target	P08637	2214	Humans	yes	inducer
DB00002	target	P12314	2209	Humans	unknown	binder
DB00005	target	P12314	2209	Humans	unknown	ligand
DB00028	target	P12314	2209	Humans	yes	antagonist
DB00056	target	P12314	2209	Humans	unknown	
DB00087	target	P12314	2209	Humans	unknown	binder
DB00108	target	P12314	2209	Humans	unknown	
DB00110	target	P12314	2209	Humans	unknown	
DB00111	target	P12314	2209	Humans	unknown	
DB00112	target	P12314	2209	Humans	unknown	
DB00289	carrier	P12314	2209	Humans	no	binder
DB00707	target	P12314	2209	Humans	unknown	antagonist
DB06607	target	P12314	2209	Humans	yes	agonist
DB11767	target	P12314	2209	Humans	unknown	unknown
DB14962	target	P12314	2209	Humans	yes	antibody
DB00002	target	P12318	2212	Humans	unknown	binder
DB00005	target	P12318	2212	Humans	unknown	ligand
DB00028	target	P12318	2212	Humans	yes	antagonist
DB00054	target	P12318	2212	Humans	unknown	
DB00087	target	P12318	2212	Humans	unknown	binder
DB00111	target	P12318	2212	Humans	unknown	
DB00112	target	P12318	2212	Humans	unknown	
DB06607	target	P12318	2212	Humans	yes	agonist
DB11767	target	P12318	2212	Humans	unknown	unknown
DB00004	target	P01589	3559	Humans	yes	binder
DB00041	target	P01589	3559	Humans	yes	agonist|modulator
DB00074	target	P01589	3559	Humans	yes	antibody
DB00111	target	P01589	3559	Humans	yes	antibody
DB15628	target	P01589	3559	Humans	unknown	antibody
DB16411	target	P01589	3559	Humans	unknown	antibody|regulator
DB00004	target	P14784	3560	Humans	yes	agonist
DB00041	target	P14784	3560	Humans	yes	agonist|modulator
DB00074	target	P14784	3560	Humans	unknown	antibody
DB00111	target	P14784	3560	Humans	yes	antibody
DB00004	target	P31785	3561	Humans	unknown	
DB00041	target	P31785	3561	Humans	yes	agonist
DB05943	target	P31785	3561	Humans	unknown	
DB00005	target	P01375	7124	Humans	yes	inhibitor|antibody
DB00051	target	P01375	7124	Humans	yes	inhibitor|antibody
DB00065	target	P01375	7124	Humans	yes	inhibitor
DB00608	target	P01375	7124	Humans	unknown	inhibitor
DB00668	target	P01375	7124	Humans	unknown	antagonist|agonist
DB00852	target	P01375	7124	Humans	unknown	inhibitor
DB01407	target	P01375	7124	Humans	unknown	other/unknown
DB01411	target	P01375	7124	Humans	unknown	other/unknown
DB01427	target	P01375	7124	Humans	unknown	inhibitor
DB04297	target	P01375	7124	Humans	unknown	downregulator
DB04956	target	P01375	7124	Humans	unknown	
DB05017	target	P01375	7124	Humans	unknown	
DB05207	target	P01375	7124	Humans	unknown	
DB05218	target	P01375	7124	Humans	unknown	
DB05303	target	P01375	7124	Humans	unknown	
DB05412	target	P01375	7124	Humans	unknown	
DB05470	target	P01375	7124	Humans	unknown	
DB05513	target	P01375	7124	Humans	unknown	
DB05744	target	P01375	7124	Humans	unknown	
DB05758	target	P01375	7124	Humans	unknown	
DB05767	target	P01375	7124	Humans	unknown	
DB05869	target	P01375	7124	Humans	unknown	
DB05879	target	P01375	7124	Humans	unknown	
DB05968	target	P01375	7124	Humans	unknown	
DB05992	target	P01375	7124	Humans	unknown	
DB06444	target	P01375	7124	Humans	unknown	
DB06495	target	P01375	7124	Humans	unknown	
DB06674	target	P01375	7124	Humans	yes	antibody
DB08904	target	P01375	7124	Humans	yes	neutralizer
DB08910	target	P01375	7124	Humans	yes	inhibitor
DB09221	target	P01375	7124	Humans	unknown	inhibitor
DB10770	target	P01375	7124	Humans	unknown	agonist
DB10772	target	P01375	7124	Humans	yes	agonist
DB11752	target	P01375	7124	Humans	unknown	inducer
DB11967	target	P01375	7124	Humans	unknown	
DB12140	target	P01375	7124	Humans	unknown	
DB13751	target	P01375	7124	Humans	yes	antagonist
DB00005	target	P01374	4049	Humans	yes	antibody
DB00005	target	P31994	2213	Humans	unknown	ligand
DB00028	target	P31994	2213	Humans	yes	antagonist
DB00054	target	P31994	2213	Humans	unknown	
DB00081	target	P31994	2213	Humans	unknown	
DB00087	target	P31994	2213	Humans	unknown	binder
DB00098	target	P31994	2213	Humans	yes	
DB00110	target	P31994	2213	Humans	unknown	
DB00111	target	P31994	2213	Humans	unknown	
DB00112	target	P31994	2213	Humans	unknown	
DB11767	target	P31994	2213	Humans	unknown	unknown
DB00005	target	P31995	9103	Humans	unknown	ligand
DB00028	target	P31995	9103	Humans	yes	antagonist
DB00087	target	P31995	9103	Humans	unknown	binder
DB00111	target	P31995	9103	Humans	unknown	
DB00112	target	P31995	9103	Humans	unknown	
DB00006	enzyme	P05164	4353	Humans	unknown	inhibitor
DB00104	enzyme	P05164	4353	Humans	unknown	inhibitor
DB00208	enzyme	P05164	4353	Humans	unknown	substrate
DB00233	enzyme	P05164	4353	Humans	unknown	inhibitor
DB00250	enzyme	P05164	4353	Humans	unknown	substrate
DB00461	enzyme	P05164	4353	Humans	unknown	inhibitor
DB00500	enzyme	P05164	4353	Humans	unknown	inhibitor
DB00515	enzyme	P05164	4353	Humans	unknown	inducer
DB00526	enzyme	P05164	4353	Humans	unknown	substrate
DB00535	target	P05164	4353	Humans	no	inhibitor
DB00550	enzyme	P05164	4353	Humans	unknown	inhibitor
DB00583	target	P05164	4353	Humans	unknown	
DB00833	enzyme	P05164	4353	Humans	unknown	inducer
DB00847	enzyme	P05164	4353	Humans	unknown	substrate
DB00958	enzyme	P05164	4353	Humans	unknown	substrate
DB01065	target	P05164	4353	Humans	unknown	inhibitor
DB01065	enzyme	P05164	4353	Humans	unknown	substrate|inhibitor
DB01225	enzyme	P05164	4353	Humans	unknown	other
DB02300	enzyme	P05164	4353	Humans	unknown	inhibitor
DB04821	target	P05164	4353	Humans	unknown	
DB04827	enzyme	P05164	4353	Humans	unknown	inducer
DB05161	enzyme	P05164	4353	Humans	unknown	inhibitor
DB06111	enzyme	P05164	4353	Humans	unknown	inhibitor
DB06468	enzyme	P05164	4353	Humans	unknown	inhibitor
DB06774	enzyme	P05164	4353	Humans	unknown	inhibitor
DB06823	enzyme	P05164	4353	Humans	unknown	inhibitor
DB00007	target	P30968	2798	Humans	yes	agonist
DB00014	target	P30968	2798	Humans	yes	agonist
DB00050	target	P30968	2798	Humans	yes	antagonist
DB00106	target	P30968	2798	Humans	yes	antagonist
DB00644	target	P30968	2798	Humans	yes	agonist
DB00666	target	P30968	2798	Humans	yes	agonist
DB01406	target	P30968	2798	Humans	yes	negative modulator
DB05624	target	P30968	2798	Humans	yes	antagonist
DB06494	target	P30968	2798	Humans	unknown	
DB06699	target	P30968	2798	Humans	yes	antagonist
DB06719	target	P30968	2798	Humans	yes	
DB06785	target	P30968	2798	Humans	yes	antagonist
DB06788	target	P30968	2798	Humans	yes	agonist
DB06825	target	P30968	2798	Humans	yes	agonist
DB11619	target	P30968	2798	Humans	unknown	antagonist
DB11853	target	P30968	2798	Humans	yes	antagonist
DB11979	target	P30968	2798	Humans	unknown	antagonist
DB17083	target	P30968	2798	Humans	yes	antagonist
DB00008	target	P48551	3455	Humans	yes	agonist
DB00011	target	P48551	3455	Humans	yes	agonist
DB00018	target	P48551	3455	Humans	yes	agonist
DB00022	target	P48551	3455	Humans	yes	agonist
DB00034	target	P48551	3455	Humans	yes	
DB00060	target	P48551	3455	Humans	yes	
DB00068	target	P48551	3455	Humans	yes	agonist
DB00069	target	P48551	3455	Humans	yes	binder
DB00105	target	P48551	3455	Humans	yes	binder
DB05472	target	P48551	3455	Humans	unknown	
DB06152	target	P48551	3455	Humans	yes	agonist
DB00008	target	P17181	3454	Humans	yes	agonist
DB00011	target	P17181	3454	Humans	yes	agonist
DB00018	target	P17181	3454	Humans	yes	agonist
DB00022	target	P17181	3454	Humans	yes	agonist
DB00034	target	P17181	3454	Humans	yes	
DB00060	target	P17181	3454	Humans	yes	agonist
DB00068	target	P17181	3454	Humans	yes	agonist
DB00069	target	P17181	3454	Humans	yes	binder
DB00105	target	P17181	3454	Humans	yes	binder
DB05258	target	P17181	3454	Humans	unknown	
DB05472	target	P17181	3454	Humans	unknown	
DB09122	target	P17181	3454	Humans	unknown	activator|downregulator
DB11976	target	P17181	3454	Humans	yes	inhibitor
DB14999	target	P17181	3454	Humans	yes	binder
DB00008	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00011	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00018	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00022	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00030	enzyme	P05177	1544	Humans	unknown	inducer
DB00033	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00034	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00046	enzyme	P05177	1544	Humans	unknown	inducer
DB00047	enzyme	P05177	1544	Humans	unknown	inducer
DB00052	enzyme	P05177	1544	Humans	unknown	inducer
DB00060	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00068	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00069	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00071	enzyme	P05177	1544	Humans	unknown	inducer
DB00105	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00170	enzyme	P05177	1544	Humans	unknown	inhibitor|inducer
DB00176	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00184	enzyme	P05177	1544	Humans	unknown	substrate|inducer
DB00188	enzyme	P05177	1544	Humans	no	substrate|inhibitor
DB00195	enzyme	P05177	1544	Humans	unknown	substrate
DB00201	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00208	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00215	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00218	enzyme	P05177	1544	Humans	no	inhibitor
DB00238	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00252	enzyme	P05177	1544	Humans	no	inducer
DB00261	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00268	enzyme	P05177	1544	Humans	unknown	substrate
DB00277	enzyme	P05177	1544	Humans	unknown	substrate
DB00280	enzyme	P05177	1544	Humans	unknown	substrate
DB00281	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00286	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00296	enzyme	P05177	1544	Humans	no	substrate
DB00313	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00315	enzyme	P05177	1544	Humans	no	substrate
DB00316	enzyme	P05177	1544	Humans	unknown	substrate
DB00321	enzyme	P05177	1544	Humans	unknown	substrate
DB00330	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00333	enzyme	P05177	1544	Humans	unknown	substrate
DB00334	enzyme	P05177	1544	Humans	no	substrate
DB00338	enzyme	P05177	1544	Humans	unknown	inducer
DB00356	enzyme	P05177	1544	Humans	unknown	substrate
DB00363	enzyme	P05177	1544	Humans	unknown	substrate
DB00365	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00370	enzyme	P05177	1544	Humans	unknown	substrate
DB00377	enzyme	P05177	1544	Humans	unknown	substrate
DB00379	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00382	enzyme	P05177	1544	Humans	unknown	substrate
DB00384	enzyme	P05177	1544	Humans	unknown	substrate
DB00388	enzyme	P05177	1544	Humans	unknown	inducer
DB00398	enzyme	P05177	1544	Humans	unknown	substrate
DB00400	enzyme	P05177	1544	Humans	unknown	inducer
DB00409	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00412	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00418	enzyme	P05177	1544	Humans	unknown	inducer
DB00420	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00425	enzyme	P05177	1544	Humans	unknown	substrate
DB00428	enzyme	P05177	1544	Humans	unknown	inducer
DB00435	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00440	enzyme	P05177	1544	Humans	unknown	substrate
DB00454	enzyme	P05177	1544	Humans	unknown	inducer
DB00455	enzyme	P05177	1544	Humans	unknown	substrate
DB00458	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00461	enzyme	P05177	1544	Humans	unknown	substrate
DB00467	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00468	enzyme	P05177	1544	Humans	unknown	substrate
DB00470	enzyme	P05177	1544	Humans	no	inhibitor
DB00472	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00476	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00477	enzyme	P05177	1544	Humans	unknown	substrate
DB00487	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00499	enzyme	P05177	1544	Humans	unknown	substrate
DB00501	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00502	enzyme	P05177	1544	Humans	unknown	substrate
DB00503	enzyme	P05177	1544	Humans	unknown	inducer
DB00518	enzyme	P05177	1544	Humans	unknown	inducer
DB00530	enzyme	P05177	1544	Humans	unknown	substrate
DB00532	enzyme	P05177	1544	Humans	unknown	substrate
DB00533	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00537	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00540	enzyme	P05177	1544	Humans	unknown	substrate
DB00544	enzyme	P05177	1544	Humans	unknown	substrate
DB00549	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00553	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00564	enzyme	P05177	1544	Humans	unknown	inhibitor|inducer
DB00568	enzyme	P05177	1544	Humans	unknown	substrate
DB00571	enzyme	P05177	1544	Humans	unknown	substrate
DB00574	enzyme	P05177	1544	Humans	unknown	substrate
DB00575	enzyme	P05177	1544	Humans	unknown	substrate
DB00586	enzyme	P05177	1544	Humans	unknown	substrate
DB00607	enzyme	P05177	1544	Humans	unknown	inducer
DB00619	enzyme	P05177	1544	Humans	no	substrate
DB00625	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00629	enzyme	P05177	1544	Humans	unknown	substrate
DB00633	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00655	enzyme	P05177	1544	Humans	unknown	substrate
DB00661	enzyme	P05177	1544	Humans	unknown	substrate
DB00675	enzyme	P05177	1544	Humans	unknown	substrate
DB00682	enzyme	P05177	1544	Humans	unknown	substrate
DB00685	enzyme	P05177	1544	Humans	no	inhibitor
DB00697	enzyme	P05177	1544	Humans	unknown	substrate
DB00715	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00717	enzyme	P05177	1544	Humans	unknown	substrate
DB00730	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00740	enzyme	P05177	1544	Humans	unknown	substrate
DB00744	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00745	enzyme	P05177	1544	Humans	unknown	inducer
DB00752	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00758	enzyme	P05177	1544	Humans	no	substrate
DB00763	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00772	enzyme	P05177	1544	Humans	unknown	substrate
DB00773	enzyme	P05177	1544	Humans	unknown	substrate
DB00779	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00783	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00784	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00788	enzyme	P05177	1544	Humans	unknown	substrate
DB00794	enzyme	P05177	1544	Humans	unknown	inducer
DB00806	enzyme	P05177	1544	Humans	unknown	substrate
DB00817	enzyme	P05177	1544	Humans	no	inhibitor
DB00818	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00827	enzyme	P05177	1544	Humans	no	inhibitor
DB00831	enzyme	P05177	1544	Humans	unknown	substrate
DB00850	enzyme	P05177	1544	Humans	unknown	substrate
DB00851	enzyme	P05177	1544	Humans	unknown	substrate
DB00857	enzyme	P05177	1544	Humans	unknown	substrate
DB00863	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00898	enzyme	P05177	1544	Humans	unknown	substrate
DB00904	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00908	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00924	enzyme	P05177	1544	Humans	unknown	substrate
DB00927	enzyme	P05177	1544	Humans	no	inhibitor
DB00934	enzyme	P05177	1544	Humans	unknown	substrate
DB00951	target	P05177	1544	Humans	unknown	
DB00951	enzyme	P05177	1544	Humans	unknown	inhibitor
DB00969	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00972	enzyme	P05177	1544	Humans	unknown	substrate
DB00977	enzyme	P05177	1544	Humans	unknown	substrate
DB00978	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB00980	enzyme	P05177	1544	Humans	unknown	substrate
DB00986	enzyme	P05177	1544	Humans	unknown	substrate
DB00993	enzyme	P05177	1544	Humans	no	substrate
DB00998	enzyme	P05177	1544	Humans	unknown	substrate
DB01002	enzyme	P05177	1544	Humans	unknown	substrate
DB01012	enzyme	P05177	1544	Humans	unknown	substrate
DB01026	enzyme	P05177	1544	Humans	unknown	inhibitor
DB01028	enzyme	P05177	1544	Humans	unknown	substrate
DB01037	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB01044	enzyme	P05177	1544	Humans	no	inhibitor
DB01045	enzyme	P05177	1544	Humans	unknown	inducer
DB01056	enzyme	P05177	1544	Humans	no	substrate|inhibitor
DB01058	enzyme	P05177	1544	Humans	unknown	substrate
DB01059	enzyme	P05177	1544	Humans	unknown	inhibitor
DB01065	enzyme	P05177	1544	Humans	unknown	substrate
DB01072	enzyme	P05177	1544	Humans	unknown	inhibitor
DB01079	enzyme	P05177	1544	Humans	unknown	inhibitor
DB01086	enzyme	P05177	1544	Humans	unknown	substrate
DB01087	enzyme	P05177	1544	Humans	unknown	substrate|inducer
DB01094	enzyme	P05177	1544	Humans	unknown	substrate
DB01097	enzyme	P05177	1544	Humans	unknown	substrate
DB01100	enzyme	P05177	1544	Humans	unknown	substrate
DB01115	enzyme	P05177	1544	Humans	unknown	substrate|inhibitor
DB01118	enzyme	P05177	1544	Humans	unknown	inhibitor
DB01129	enzyme	P05177	1544	Humans	unknown	inhibitor|inducer
DB01136	enzyme	P05177	1544	Humans	unknown	substrate
DB01142	enzyme	P05177	1544	Humans	no	substrate
DB01151	enzyme	P05177	1544	Humans	unknown	product of
DB01155	enzyme	P05177	1544	Humans	no	inhibitor
DB01165	enzyme	P05177	1544	Humans	unknown	inhibitor
